County,Shape_ID,geometry,Area,Type,Location,Base_Density,Base_Pop,Est_Density,Est_Pop
C24,C24_043,"POLYGON ((3117.57 1437.64, 3116.16 1436.74, 3115.02 1436.73, 3113.76 1436.44, 3113.37 1438.36, 3113.22 1440.26, 3112.92 1442.31, 3112.98 1444, 3117.62 1444, 3117.32 1442.92, 3117.71 1442.14, 3117.84 1440.71, 3117.96 1439.27, 3117.57 1437.64))",0.501927,City,Outer City,1681.6,844,1674.5,840
C24,C24_044,"POLYGON ((3117.57 1437.64, 3117.96 1439.27, 3117.84 1440.71, 3117.71 1442.14, 3117.32 1442.92, 3117.62 1444, 3122.81 1444, 3121.52 1438.97, 3118.83 1437.81, 3117.57 1437.64))",0.394427,City,Outer City,1834.7,724,1871.8,738
C24,C24_045,"POLYGON ((3115.41 1431.44, 3114.97 1432.62, 3114.41 1434.09, 3114.05 1435.26, 3113.76 1436.44, 3115.02 1436.73, 3116.16 1436.74, 3117.57 1437.64, 3118.83 1437.81, 3121.52 1438.97, 3121.78 1435.68, 3121.62 1435.52, 3120.93 1434.79, 3120.15 1433.91, 3119.86 1433.53, 3119.25 1432.33, 3118.61 1431.18, 3117.89 1430.04, 3116.97 1429.12, 3116.96 1429.12, 3116.74 1428.91, 3116.4 1428.99, 3116.28 1429.23, 3115.41 1431.44))",0.665184,City,Outer City,1573.6,1047,1156.7,769
C24,C24_046,"POLYGON ((3127.01 1431.71, 3125.62 1432.29, 3124.41 1432.83, 3123.02 1433.26, 3121.9 1433.99, 3120.93 1434.79, 3121.62 1435.52, 3121.78 1435.68, 3121.52 1438.97, 3122.81 1444, 3128 1444, 3128 1431.4, 3127.01 1431.71))",1.091897,City,Outer City,1713.1,1870,1853.7,2024
C24,C24_047,"POLYGON ((3110.8 1427.17, 3110.93 1427.27, 3112.39 1427.92, 3113.55 1428.38, 3113.68 1428.42, 3113.73 1428.44, 3114.19 1428.71, 3114.29 1428.63, 3114.32 1428.63, 3114.54 1427.36, 3114.9 1426.11, 3114.59 1424.62, 3114.54 1423.43, 3114.54 1423.41, 3114.57 1423.22, 3114.56 1423.21, 3114.51 1423.14, 3114.33 1423.01, 3114.22 1422.88, 3114.22 1422.87, 3114.19 1422.77, 3114.18 1422.74, 3114.18 1422.5, 3114.17 1422.46, 3113.72 1422.6, 3113.67 1422.68, 3113.14 1423.36, 3112.08 1424.24, 3111.24 1425.11, 3110.58 1426.14, 3110.54 1426.22, 3110.42 1426.43, 3110.38 1426.47, 3110.31 1426.65, 3110.31 1426.81, 3110.8 1427.16, 3110.8 1427.17))",0.25622,City,Outer City,1836.5,471,1140.1,292
C24,C24_048,"POLYGON ((3126.7 1424.84, 3125.98 1425.89, 3125.58 1427.26, 3124.38 1426.91, 3124.09 1426.85, 3122.8 1427.2, 3121.5 1427.66, 3120.21 1427.54, 3120.13 1427.5, 3119.97 1427.41, 3119.32 1428.18, 3118.16 1428.59, 3116.88 1428.88, 3116.74 1428.91, 3116.96 1429.12, 3116.97 1429.12, 3117.89 1430.04, 3118.61 1431.18, 3119.25 1432.33, 3119.86 1433.53, 3120.15 1433.91, 3120.93 1434.79, 3121.9 1433.99, 3123.02 1433.26, 3124.41 1432.83, 3125.62 1432.29, 3127.01 1431.71, 3128 1431.4, 3128 1425.4, 3127.38 1425.08, 3126.7 1424.84))",0.913758,City,Outer City,1601.9,1464,1599.8,1462
C24,C24_049,"POLYGON ((3121.01 1426.63, 3121.77 1425.63, 3121.77 1425.34, 3121.62 1425.21, 3121.3 1424.93, 3120.29 1423.57, 3119.58 1422.32, 3119.61 1422.31, 3119.6 1422.28, 3119.56 1422.3, 3119.57 1422.33, 3119.27 1422.5, 3118.65 1422.81, 3117.46 1423.28, 3117.39 1423.29, 3116.06 1423.15, 3114.7 1423.24, 3114.66 1423.23, 3114.63 1423.23, 3114.57 1423.22, 3114.54 1423.41, 3114.54 1423.43, 3114.59 1424.62, 3114.9 1426.11, 3114.54 1427.36, 3114.32 1428.63, 3115.54 1429, 3116.4 1428.99, 3116.74 1428.91, 3116.88 1428.88, 3118.16 1428.59, 3119.32 1428.18, 3119.97 1427.41, 3119.97 1427.31, 3121.01 1426.63))",0.532274,City,Outer City,1552.0,826,1889.8,1006
C24,C24_050,"POLYGON ((3122.67 1424.89, 3121.98 1425.28, 3121.77 1425.34, 3121.77 1425.63, 3121.01 1426.63, 3119.97 1427.31, 3119.97 1427.41, 3120.13 1427.5, 3120.21 1427.54, 3121.5 1427.66, 3122.8 1427.2, 3124.09 1426.85, 3124.38 1426.91, 3125.58 1427.26, 3125.98 1425.89, 3126.7 1424.84, 3126.37 1423.39, 3126.31 1423.25, 3125.85 1423.26, 3124.73 1422.63, 3124.14 1422.82, 3122.91 1423.16, 3122.89 1423.34, 3122.67 1424.89))",0.283193,City,Outer City,1960.1,555,1929.8,546
C24,C24_051,"POLYGON ((3120.29 1423.57, 3121.3 1424.93, 3121.62 1425.21, 3121.77 1425.34, 3121.98 1425.28, 3122.67 1424.89, 3122.89 1423.34, 3122.91 1423.16, 3122.06 1422.5, 3121.07 1421.73, 3120.97 1421.76, 3120.24 1421.63, 3119.6 1422.28, 3119.61 1422.31, 3119.58 1422.32, 3120.29 1423.57))",0.111943,City,Outer City,3195.3,358,3158.7,354
C25,C25_001,"POLYGON ((3060.47 1424.83, 3062.18 1425.38, 3063.72 1426.89, 3064.11 1425.65, 3064.69 1424.52, 3064.87 1423.33, 3064.79 1423.03, 3064.18 1421.57, 3063.36 1419.71, 3062.89 1419.37, 3062.89 1419.38, 3062.33 1419.73, 3062.02 1419.76, 3062 1419.77, 3061.91 1419.78, 3061.92 1421.14, 3061.91 1421.16, 3061.86 1421.44, 3061.6 1422.33, 3061.06 1423.55, 3060.54 1424.67, 3060.47 1424.83))",0.281272,City,Outer City,1984.7,558,2929.8,824
C25,C25_002,"POLYGON ((3083.35 1438.07, 3080.96 1437.11, 3077.81 1435.59, 3074.52 1434.59, 3072.02 1434.67, 3083.62 1444, 3084 1444, 3084 1439.4, 3083.58 1438.77, 3083.35 1438.07))",0.645105,City,Outer City,1582.9,1021,1533.5,989
C25,C25_003,"POLYGON ((3083.35 1438.07, 3083.58 1438.77, 3084 1439.4, 3084 1437.18, 3083.35 1438.07))",0.012407,City,Outer City,36444.0,452,41016.1,509
C25,C25_004,"POLYGON ((3064.87 1423.33, 3066.77 1426.2, 3068.15 1428.2, 3070.19 1430.78, 3070.47 1428.84, 3070.86 1427.41, 3071.48 1424.6, 3064.87 1423.33))",0.339449,City,Outer City,1967.9,668,1897.3,644
C25,C25_005,"POLYGON ((3083.35 1438.07, 3084 1437.18, 3084 1420.74, 3083.7 1420.61, 3082.45 1420.9, 3081.24 1420.84, 3079.95 1420.54, 3077.72 1420.07, 3077.47 1420.03, 3076.68 1419.85, 3076.72 1420.7, 3076.7 1421.24, 3077.97 1425.72, 3075.64 1432.24, 3074.52 1434.59, 3077.81 1435.59, 3080.96 1437.11, 3083.35 1438.07))",1.860559,City,Outer City,1599.3,2976,2678.6,4984
C25,C25_006,"POLYGON ((3074.52 1434.59, 3072.02 1434.67, 3071.82 1433.8, 3071.16 1432.42, 3070.19 1430.78, 3070.47 1428.84, 3070.86 1427.41, 3071.48 1424.6, 3064.87 1423.33, 3065.42 1422.13, 3065.81 1420.93, 3066.21 1419.74, 3066.28 1419.5, 3066.52 1419.6, 3066.6 1419.64, 3066.71 1419.69, 3068.07 1419.83, 3069.34 1419.81, 3070.67 1419.85, 3071.33 1419.89, 3071.35 1419.89, 3071.96 1420.01, 3076.7 1421.24, 3077.97 1425.72, 3075.64 1432.24, 3074.52 1434.59))",1.610533,City,Outer City,1824.5,2938,2495.6,4019
C25,C25_007,"POLYGON ((3084 1417.35, 3083.77 1416.91, 3083.09 1415.75, 3081.94 1415.28, 3081.89 1415.26, 3081.76 1415.38, 3080.61 1415.92, 3079.95 1416.93, 3078.8 1417.59, 3077.03 1417.95, 3076.68 1419.85, 3077.47 1420.03, 3077.72 1420.07, 3079.95 1420.54, 3081.24 1420.84, 3082.45 1420.9, 3083.7 1420.61, 3084 1420.74, 3084 1417.35))",0.432321,City,Outer City,1978.0,855,1378.4,596
C25,C25_008,"POLYGON ((3074.34 1413.84, 3074.32 1414.1, 3074.31 1414.12, 3074.16 1415.12, 3073.44 1416.11, 3071.91 1416.74, 3072.54 1417.8, 3073.36 1418.75, 3073.86 1419.13, 3073.82 1419.55, 3073.53 1419.79, 3073.21 1420.04, 3071.83 1419.93, 3071.45 1419.9, 3071.35 1419.89, 3071.96 1420.01, 3076.7 1421.24, 3076.72 1420.7, 3076.68 1419.85, 3077.03 1417.95, 3076.97 1417.24, 3075.71 1416.34, 3075.59 1415.14, 3075.48 1413.9, 3075.08 1413.28, 3074.67 1413.65, 3074.65 1413.66, 3074.34 1413.84))",0.332417,City,Inner City,2020.8,672,2092.6,696
C25,C25_009,"POLYGON ((3079.95 1416.93, 3080.61 1415.92, 3081.76 1415.38, 3081.89 1415.26, 3081.88 1415.2, 3081.73 1414.66, 3081.37 1413.35, 3080.63 1413.39, 3079.42 1413.43, 3078.2 1413.61, 3076.75 1413.82, 3075.48 1413.9, 3075.59 1415.14, 3075.71 1416.34, 3076.97 1417.24, 3077.03 1417.95, 3078.8 1417.59, 3079.95 1416.93))",0.316267,City,Outer City,2133.1,675,2028.2,641
C25,C25_010,"POLYGON ((3084 1407.97, 3083.04 1408.45, 3082.96 1408.48, 3082.78 1408.56, 3082.77 1408.57, 3082.74 1408.58, 3082.45 1408.71, 3082.33 1408.67, 3081.97 1408.83, 3081.59 1409, 3081.56 1409.1, 3081.5 1409.14, 3081.09 1409.26, 3081.17 1409.39, 3081.17 1409.4, 3081.28 1411.04, 3081.33 1412.51, 3081.37 1413.35, 3081.73 1414.66, 3081.88 1415.2, 3081.89 1415.26, 3081.94 1415.28, 3083.09 1415.75, 3083.77 1416.91, 3084 1417.35, 3084 1407.97))",0.295296,City,Outer City,2291.6,677,3078.6,909
C25,C25_011,"POLYGON ((3066.79 1415.62, 3068.68 1416.07, 3069.99 1416.01, 3071.13 1416.55, 3071.91 1416.74, 3072.54 1417.8, 3073.36 1418.75, 3073.86 1419.13, 3073.82 1419.55, 3073.53 1419.79, 3073.21 1420.04, 3071.83 1419.93, 3071.45 1419.9, 3071.35 1419.89, 3071.33 1419.89, 3070.67 1419.85, 3069.34 1419.81, 3068.07 1419.83, 3066.71 1419.69, 3066.6 1419.64, 3066.52 1419.6, 3066.28 1419.5, 3066.61 1418.21, 3067.05 1416.87, 3067.07 1416.14, 3066.79 1415.62))",0.353523,City,Inner City,1884.6,666,1486.6,526
C25,C25_012,"POLYGON ((3064.49 1418.2, 3064.2 1418.55, 3063.59 1418.94, 3063.58 1418.94, 3062.89 1419.37, 3063.36 1419.71, 3064.18 1421.57, 3064.79 1423.03, 3064.87 1423.33, 3065.42 1422.13, 3065.81 1420.93, 3066.21 1419.74, 3066.28 1419.5, 3065.97 1419.36, 3065.96 1419.35, 3065.56 1419.17, 3065.3 1418.95, 3064.63 1418.36, 3064.49 1418.2))",0.122624,City,Outer City,3072.9,377,4195.2,514
C25,C25_013,"POLYGON ((3080.24 1409.55, 3080.17 1409.47, 3079.79 1408.59, 3078.96 1408.52, 3077.73 1408.36, 3076.44 1408.35, 3075.16 1408.96, 3073.95 1409.62, 3072.84 1410.16, 3073.64 1411.22, 3074.31 1412.46, 3075.08 1413.28, 3075.48 1413.9, 3076.75 1413.82, 3078.2 1413.61, 3079.42 1413.43, 3080.63 1413.39, 3081.37 1413.35, 3081.33 1412.51, 3081.28 1411.04, 3081.17 1409.4, 3081.17 1409.39, 3081.09 1409.26, 3081.06 1409.24, 3080.95 1409.29, 3080.78 1409.38, 3080.69 1409.42, 3080.32 1409.65, 3080.24 1409.55))",0.549846,City,Outer City,1857.9,1022,2780.1,1529
C25,C25_014,"POLYGON ((3084 1405.27, 3083.5 1405.74, 3082.21 1406.7, 3080.28 1407.11, 3079.31 1407.56, 3079.79 1408.59, 3080.17 1409.47, 3080.24 1409.55, 3080.32 1409.65, 3080.69 1409.42, 3080.78 1409.38, 3080.95 1409.29, 3081.06 1409.24, 3081.09 1409.26, 3081.5 1409.14, 3081.56 1409.1, 3081.59 1409, 3081.97 1408.83, 3082.33 1408.67, 3082.45 1408.71, 3082.74 1408.58, 3082.77 1408.57, 3082.78 1408.56, 3082.96 1408.48, 3083.04 1408.45, 3084 1407.97, 3084 1405.27))",0.154213,City,Outer City,3165.3,488,3996.7,616
C25,C25_015,"POLYGON ((3066.79 1415.62, 3068.68 1416.07, 3069.99 1416.01, 3071.13 1416.55, 3071.91 1416.74, 3073.44 1416.11, 3074.16 1415.12, 3074.31 1414.12, 3074.32 1414.1, 3074.34 1413.84, 3074.34 1413.83, 3074.07 1413.89, 3074.06 1413.89, 3072.94 1414.4, 3071.59 1414.65, 3070.47 1414.02, 3070.72 1412.79, 3070.78 1412.53, 3070.72 1412.46, 3070.71 1412.45, 3069.83 1412.81, 3068.73 1413.34, 3067.37 1413.74, 3066.04 1414.28, 3066.86 1414.9, 3066.79 1415.62))",0.275692,City,Inner City,2069.9,571,1659.0,457
C25,C25_016,"POLYGON ((3074.34 1413.84, 3074.65 1413.66, 3074.67 1413.65, 3075.08 1413.28, 3074.31 1412.46, 3073.64 1411.22, 3072.84 1410.16, 3072.49 1410.28, 3071.29 1410.95, 3070.89 1412.14, 3070.87 1412.16, 3070.72 1412.46, 3070.78 1412.53, 3070.72 1412.79, 3070.47 1414.02, 3071.59 1414.65, 3072.94 1414.4, 3074.06 1413.89, 3074.07 1413.89, 3074.34 1413.84))",0.197423,City,Inner City,2479.5,490,2487.9,491
C25,C25_017,"POLYGON ((3080.82 1403.02, 3080.64 1404.48, 3080.31 1405.74, 3080.28 1407.11, 3082.21 1406.7, 3083.5 1405.74, 3084 1405.27, 3084 1400, 3081.56 1400, 3081.47 1402.06, 3080.82 1403.02))",0.308684,City,Outer City,2318.0,716,3170.4,979
C25,C25_018,"POLYGON ((3081.47 1402.06, 3081.56 1400, 3072.39 1400, 3072.39 1400.57, 3072.46 1400.62, 3072.62 1400.75, 3072.64 1400.77, 3073.29 1402, 3074.24 1403.02, 3075.01 1404.19, 3075.92 1404.98, 3077.01 1405.79, 3078.15 1406.49, 3079.17 1407.33, 3079.31 1407.56, 3080.28 1407.11, 3080.31 1405.74, 3080.64 1404.48, 3080.82 1403.02, 3081.47 1402.06))",0.666643,City,Outer City,1894.8,1263,1518.7,1012
C25,C25_019,"POLYGON ((3079.31 1407.56, 3078.61 1407.65, 3077.4 1407.54, 3074.99 1407.78, 3072.03 1408.14, 3068.64 1408.41, 3065.68 1408.28, 3064.64 1410.91, 3063.45 1412.91, 3063.62 1413.14, 3064.73 1412.22, 3065.69 1411.48, 3066.7 1410.7, 3066.91 1410.63, 3066.96 1410.62, 3067.09 1410.71, 3067.15 1410.74, 3067.2 1410.78, 3067.23 1410.8, 3067.31 1410.85, 3067.31 1410.87, 3067.32 1410.88, 3067.32 1410.9, 3067.33 1410.91, 3067.34 1410.91, 3067.33 1410.92, 3067.34 1410.92, 3068.45 1411.56, 3069.11 1411.47, 3069.14 1411.47, 3069.62 1411.56, 3069.64 1411.57, 3069.64 1411.58, 3069.66 1411.58, 3070.47 1412.19, 3070.49 1412.2, 3070.71 1412.45, 3070.72 1412.46, 3070.87 1412.16, 3070.89 1412.14, 3071.29 1410.95, 3072.49 1410.28, 3072.84 1410.16, 3073.95 1409.62, 3075.16 1408.96, 3076.44 1408.35, 3077.73 1408.36, 3078.96 1408.52, 3079.79 1408.59, 3079.31 1407.56))",0.500334,City,Inner City,1780.7,891,1807.0,904
C25,C25_020,"POLYGON ((3066.79 1415.62, 3067.07 1416.14, 3067.05 1416.87, 3066.61 1418.21, 3066.28 1419.5, 3065.97 1419.36, 3065.96 1419.35, 3065.56 1419.17, 3065.3 1418.95, 3064.63 1418.36, 3064.49 1418.2, 3064.21 1417.78, 3063.7 1416.45, 3063.12 1415.34, 3063.13 1415.34, 3063.07 1415.01, 3063.28 1414.93, 3063.43 1414.95, 3063.85 1414.92, 3063.85 1414.91, 3063.93 1414.87, 3064.13 1414.84, 3064.25 1414.85, 3064.39 1414.8, 3064.51 1414.91, 3064.92 1415.04, 3065.07 1415.09, 3065.11 1415.1, 3065.25 1415.15, 3065.6 1415.26, 3065.68 1415.29, 3065.81 1415.33, 3065.95 1415.29, 3066.45 1415.44, 3066.55 1415.48, 3066.66 1415.59, 3066.79 1415.62))",0.175758,City,Inner City,2438.6,429,2112.2,371
C25,C25_021,"POLYGON ((3063.62 1413.14, 3064.73 1412.22, 3065.69 1411.48, 3066.7 1410.7, 3066.91 1410.63, 3066.96 1410.62, 3067.09 1410.71, 3067.15 1410.74, 3067.2 1410.78, 3067.23 1410.8, 3067.31 1410.85, 3067.31 1410.87, 3067.32 1410.88, 3067.32 1410.9, 3067.33 1410.91, 3067.34 1410.91, 3067.33 1410.92, 3067.34 1410.92, 3068.45 1411.56, 3069.11 1411.47, 3069.14 1411.47, 3069.62 1411.56, 3069.64 1411.57, 3069.64 1411.58, 3069.66 1411.58, 3070.47 1412.19, 3070.49 1412.2, 3070.71 1412.45, 3069.83 1412.81, 3068.73 1413.34, 3067.37 1413.74, 3066.04 1414.28, 3065.34 1413.77, 3064.56 1413.36, 3063.62 1413.14))",0.201026,City,Inner City,2340.0,470,2286.4,460
C25,C25_022,"POLYGON ((3079.31 1407.56, 3079.17 1407.33, 3078.15 1406.49, 3077.01 1405.79, 3075.92 1404.98, 3075.01 1404.19, 3074.24 1403.02, 3073.29 1402, 3072.64 1400.77, 3072.62 1400.75, 3072.46 1400.62, 3072.39 1400.57, 3072.39 1400, 3067.72 1400, 3066.08 1400, 3066.36 1401.91, 3066.4 1403.88, 3066.32 1405.11, 3066.04 1406.91, 3065.68 1408.28, 3068.64 1408.41, 3072.03 1408.14, 3074.99 1407.78, 3077.4 1407.54, 3078.61 1407.65, 3079.31 1407.56))",1.146141,City,Inner City,1801.2,2064,1525.6,1749
C25,C25_023,"POLYGON ((3062.8 1413.8, 3062.79 1413.83, 3062.58 1413.86, 3062.52 1413.93, 3062.09 1414.55, 3062.13 1414.6, 3062.12 1414.66, 3062.18 1414.69, 3062.43 1414.77, 3062.45 1414.77, 3062.84 1415.03, 3062.88 1415.02, 3063.07 1415.01, 3063.28 1414.93, 3063.43 1414.95, 3063.85 1414.92, 3063.85 1414.91, 3063.93 1414.87, 3064.13 1414.84, 3064.25 1414.85, 3064.39 1414.8, 3064.51 1414.91, 3064.92 1415.04, 3065.07 1415.09, 3065.11 1415.1, 3065.25 1415.15, 3065.6 1415.26, 3065.68 1415.29, 3065.81 1415.33, 3065.95 1415.29, 3066.45 1415.44, 3066.55 1415.48, 3066.66 1415.59, 3066.79 1415.62, 3066.86 1414.9, 3066.04 1414.28, 3065.34 1413.77, 3064.56 1413.36, 3063.62 1413.14, 3063.45 1412.91, 3063.34 1412.95, 3063.13 1413.16, 3063.05 1413.27, 3063.06 1413.46, 3063.01 1413.52, 3062.98 1413.57, 3062.8 1413.8))",0.096418,City,Inner City,3636.9,351,3148.6,304
C25,C25_024,"POLYGON ((3061.85 1416.22, 3061.96 1417.02, 3062.33 1417.97, 3062.89 1419.38, 3062.89 1419.37, 3063.58 1418.94, 3063.59 1418.94, 3064.2 1418.55, 3064.49 1418.2, 3064.21 1417.78, 3063.7 1416.45, 3063.12 1415.34, 3063.13 1415.34, 3063.07 1415.01, 3062.88 1415.02, 3062.95 1415.37, 3062.75 1415.56, 3062.73 1415.6, 3061.85 1416.22))",0.093395,City,Inner City,3654.8,341,3862.6,361
C25,C25_025,"POLYGON ((3056.55 1406.36, 3059.2 1404.03, 3060.51 1402.87, 3061.52 1401.98, 3061.77 1400.65, 3061.51 1400, 3066.08 1400, 3066.36 1401.91, 3066.4 1403.88, 3066.32 1405.11, 3066.04 1406.91, 3065.68 1408.28, 3063.98 1408.25, 3060.95 1407.43, 3058.15 1406.71, 3056.55 1406.36))",0.802233,City,Inner City,1706.7,1369,1831.6,1469
C25,C25_026,"POLYGON ((3056.55 1406.36, 3058.15 1406.71, 3060.95 1407.43, 3063.98 1408.25, 3065.68 1408.28, 3064.64 1410.91, 3063.45 1412.91, 3063.34 1412.95, 3063.31 1412.9, 3063.37 1412.8, 3062.98 1412.24, 3061.88 1411.32, 3060.7 1410.22, 3059.93 1409.29, 3058.86 1408.56, 3057.9 1407.7, 3056.55 1406.36))",0.343498,City,Inner City,1866.9,641,1326.8,456
C25,C25_027,"POLYGON ((3059.19 1413.3, 3059.94 1412.64, 3061.01 1411.84, 3061.88 1411.32, 3062.98 1412.24, 3063.37 1412.8, 3063.31 1412.9, 3063.34 1412.95, 3063.13 1413.16, 3063.05 1413.27, 3063.06 1413.46, 3063.01 1413.52, 3062.98 1413.57, 3062.8 1413.8, 3062.79 1413.83, 3062.58 1413.86, 3062.52 1413.93, 3062.09 1414.55, 3062.06 1414.55, 3061.91 1414.49, 3061.86 1414.54, 3061.82 1414.52, 3061.77 1414.5, 3061.75 1414.48, 3061.55 1414.39, 3061.32 1414.29, 3061.23 1414.25, 3060.94 1414.13, 3059.76 1414.09, 3059.72 1414.09, 3059.71 1414.09, 3059.41 1413.85, 3059.19 1413.3))",0.123261,City,Inner City,3010.0,371,2833.4,349
C25,C25_028,"POLYGON ((3061.75 1414.48, 3061.55 1414.39, 3061.32 1414.29, 3061.23 1414.25, 3060.94 1414.13, 3059.76 1414.09, 3059.72 1414.09, 3059.71 1414.11, 3059.71 1415.46, 3058.69 1416.27, 3058.61 1416.4, 3058.54 1416.52, 3059.84 1416.22, 3060.43 1416.04, 3060.48 1416.04, 3060.56 1416.02, 3061.71 1416.19, 3061.8 1416.21, 3061.85 1416.22, 3062.73 1415.6, 3062.75 1415.56, 3062.95 1415.37, 3062.88 1415.02, 3062.84 1415.03, 3062.45 1414.77, 3062.43 1414.77, 3062.18 1414.69, 3062.12 1414.66, 3062.13 1414.6, 3062.09 1414.55, 3062.06 1414.55, 3061.91 1414.49, 3061.86 1414.54, 3061.82 1414.52, 3061.77 1414.5, 3061.75 1414.48))",0.090231,City,Inner City,3712.5,335,3508.1,317
C25,C25_029,"POLYGON ((3052.2 1401.84, 3052.3 1401.86, 3052.38 1401.96, 3052.45 1402.03, 3052.55 1402.15, 3052.67 1402.29, 3052.71 1402.32, 3053.72 1403.25, 3053.78 1403.29, 3053.9 1403.39, 3054.13 1403.6, 3054.13 1403.65, 3055.29 1404.94, 3056.43 1406.24, 3056.55 1406.36, 3059.2 1404.03, 3060.51 1402.87, 3061.52 1401.98, 3061.77 1400.65, 3061.51 1400, 3052.67 1400, 3052.5 1400.93, 3052.28 1401.55, 3052.2 1401.84))",0.590115,City,Inner City,1779.9,1050,1269.9,749
C25,C25_030,"POLYGON ((3061.85 1416.22, 3061.8 1416.21, 3061.71 1416.19, 3060.56 1416.02, 3060.48 1416.04, 3060.43 1416.04, 3059.84 1416.22, 3058.54 1416.52, 3058.93 1418.42, 3059.08 1420.07, 3060.28 1419.96, 3061.91 1419.78, 3062 1419.77, 3062.02 1419.76, 3062.33 1419.73, 3062.89 1419.38, 3062.33 1417.97, 3061.96 1417.02, 3061.85 1416.22))",0.201402,City,Inner City,2181.4,439,1621.1,326
C25,C25_031,"POLYGON ((3052.2 1401.84, 3052.28 1401.55, 3052.5 1400.93, 3052.67 1400, 3050.01 1400, 3049.98 1400, 3050.53 1400.44, 3051.52 1401.07, 3051.58 1401.12, 3052.2 1401.84))",0.036459,City,Inner City,10507.2,383,11544.9,421
C25,C25_032,"POLYGON ((3050.74 1409.07, 3051.63 1408.71, 3053.83 1407.88, 3055.43 1407, 3056.55 1406.36, 3056.43 1406.24, 3055.29 1404.94, 3054.13 1403.65, 3054.13 1403.6, 3053.9 1403.39, 3053.78 1403.29, 3053.72 1403.25, 3052.71 1402.32, 3052.67 1402.29, 3052.55 1402.15, 3052.45 1402.03, 3052.38 1401.96, 3052.3 1401.86, 3052.2 1401.84, 3051.84 1402.51, 3051.59 1403.78, 3051.4 1404.99, 3050.94 1406.18, 3050.72 1407.5, 3050.64 1408.94, 3050.67 1409.04, 3050.74 1409.07))",0.342063,City,Inner City,1972.0,675,1978.1,677
C25,C25_033,"POLYGON ((3059.94 1412.64, 3061.01 1411.84, 3061.88 1411.32, 3060.7 1410.22, 3059.93 1409.29, 3058.86 1408.56, 3057.9 1407.7, 3056.55 1406.36, 3055.43 1407, 3053.83 1407.88, 3051.63 1408.71, 3050.74 1409.07, 3050.79 1410.29, 3050.87 1411.55, 3050.99 1412.77, 3051.17 1414.14, 3051.29 1414.95, 3052.49 1414.81, 3053.7 1414.88, 3055.13 1414.75, 3056.45 1414.41, 3057.73 1414.23, 3058.96 1414.04, 3059.01 1414.03, 3059.71 1414.09, 3059.41 1413.85, 3059.19 1413.3, 3059.94 1412.64))",0.975726,City,Inner City,1624.1,1585,1150.8,1123
C25,C25_034,"POLYGON ((3044.21 1404.35, 3044.21 1404.37, 3044.78 1405.62, 3045.15 1406.87, 3045.2 1407.99, 3046.74 1407.95, 3047.79 1408.16, 3047.89 1408.13, 3048.02 1408.09, 3048.05 1408.1, 3048.55 1408.27, 3048.62 1408.3, 3048.89 1408.38, 3049.03 1408.43, 3048.97 1408.55, 3049.27 1408.63, 3050.45 1408.96, 3050.64 1408.94, 3050.72 1407.5, 3050.94 1406.18, 3051.4 1404.99, 3051.59 1403.78, 3051.84 1402.51, 3052.2 1401.84, 3051.58 1401.12, 3051.52 1401.07, 3050.53 1400.44, 3050.55 1400.66, 3050.49 1400.7, 3049.37 1401.17, 3048.07 1401.6, 3046.89 1401.86, 3045.59 1402.15, 3044.26 1403.01, 3044.2 1404.32, 3044.21 1404.35))",0.699647,City,Inner City,1789.1,1252,1653.1,1157
C25,C25_035,"POLYGON ((3040 1400, 3049.98 1400, 3050.53 1400.44, 3050.55 1400.66, 3050.49 1400.7, 3049.37 1401.17, 3048.07 1401.6, 3046.89 1401.86, 3045.59 1402.15, 3044.26 1403.01, 3044.2 1404.32, 3044.21 1404.35, 3041.21 1401.04, 3040 1400))",0.307458,City,Inner City,2228.7,685,1862.4,573
C25,C25_036,"POLYGON ((3051.81 1416.8, 3052.09 1417.12, 3053.2 1416.66, 3054.65 1416.61, 3056.49 1416.69, 3056.84 1416.7, 3056.96 1416.7, 3057.22 1416.69, 3058.54 1416.52, 3058.61 1416.4, 3058.69 1416.27, 3059.71 1415.46, 3059.71 1414.11, 3059.72 1414.09, 3059.71 1414.09, 3059.01 1414.03, 3058.96 1414.04, 3057.73 1414.23, 3056.45 1414.41, 3055.13 1414.75, 3053.7 1414.88, 3052.49 1414.81, 3051.29 1414.95, 3051.53 1415.92, 3051.81 1416.8))",0.261497,City,Inner City,1998.9,523,1977.8,517
C25,C25_037,"POLYGON ((3059.08 1420.07, 3058.74 1420.1, 3058.67 1420.12, 3057.05 1420.41, 3056.96 1416.7, 3057.22 1416.69, 3058.54 1416.52, 3058.93 1418.42, 3059.08 1420.07))",0.105619,City,Inner City,3318.9,351,2125.6,225
C25,C25_038,"POLYGON ((3041.21 1401.04, 3040 1400, 3040 1413.39, 3042.61 1413.36, 3043.46 1411.74, 3044.69 1409.87, 3045.16 1408.8, 3045.2 1407.99, 3045.15 1406.87, 3044.78 1405.62, 3044.21 1404.37, 3044.21 1404.35, 3041.21 1401.04))",0.76911,City,Inner City,1842.2,1417,1960.8,1508
