Zone,County,District,Area,Region,Population,Constituency
Lancer Gate,LA20,Lancer Gate,5.657723000000001,Highland,28985,Little Lancer
Lancer Gate,LA21,Lancer Gate,5.6577210000000004,Highland,35443,Little Lancer
Lancer Gate,LA22,Lancer Gate,7.543628,Highland,70797,Little Lancer
Lancer Gate,LA23,Lancer Gate,3.771813,Highland,36875,Little Lancer
Lancer Gate,LA24,Lancer Gate,3.771813,Highland,57763,Little Lancer
Lancer Gate,LA25,Lancer Gate,7.543627,Highland,61646,Little Lancer
Lancer Gate,LA26,Lancer Gate,11.315444000000001,Highland,114002,Greater Lancer and Westbury Wharf
Lancer Gate,LA27,Lancer Gate,11.315439999999999,Highland,119568,Greater Lancer and Westbury Wharf
Lancer Gate,LA28,Lancer Gate,7.543627999999999,Highland,57240,Greater Lancer and Westbury Wharf
Lancer Gate,LA29,Lancer Gate,6.1720630000000005,Highland,41196,Greater Lancer and Westbury Wharf
Lancer Gate,LA30,Lancer Gate,9.258092,Highland,88721,Greater Lancer and Westbury Wharf
Lancer Gate,LA31,Lancer Gate,15.430150000000001,Highland,124909,Greater Lancer and Westbury Wharf
Lancer Gate,LA32,Lancer Gate,7.543626999999999,Highland,64994,Greater Lancer and Westbury Wharf
Lancer Gate,LA33,Lancer Gate,14.744367,Highland,39558,Greater Lancer and Westbury Wharf
Lancer Gate,LA34,Lancer Gate,12.063572,Highland,45629,Greater Lancer and Westbury Wharf
Meadow Hill,M01,Westbury Wharf,15.08726,Highland,31294,Greater Lancer and Westbury Wharf
Meadow Hill,M02,Westbury Wharf,11.315442999999998,Highland,17753,Greater Lancer and Westbury Wharf
Meadow Hill,M03,Westbury Wharf,18.859073000000002,Highland,15648,Greater Lancer and Westbury Wharf
Meadow Hill,M04,Westbury Wharf,50.74805,Highland,64317,Greater Lancer and Westbury Wharf
Meadow Hill,M05,Westbury Wharf,39.276745000000005,Highland,21033,Greater Lancer and Westbury Wharf
Meadow Hill,M06,Westbury Wharf,109.725514,Highland,7403,Greater Lancer and Westbury Wharf
Meadow Hill,M07,Westbury Wharf,45.261774,Highland,50395,Greater Lancer and Westbury Wharf
Meadow Hill,M08,Westbury Wharf,57.356519000000006,Highland,9022,Greater Lancer and Westbury Wharf
Meadow Hill,M09,Westbury Wharf,41.380858,Highland,1630,Greater Lancer and Westbury Wharf
Meadow Hill,M10,Westbury Wharf,15.087257999999999,Highland,15514,Greater Lancer and Westbury Wharf
Meadow Hill,M11,Westbury Wharf,203.677986,Highland,14921,Greater Lancer and Westbury Wharf
Meadow Hill,M12,Westbury Wharf,135.442432,Highland,11606,Greater Lancer and Westbury Wharf
Meadow Hill,M13,Westbury Wharf,158.19800800000002,Highland,10772,Greater Lancer and Westbury Wharf
Northfields Market,N01,Northfields Market,3.7718160000000003,Lowland,45121,Northfields Market
Northfields Market,N02,Northfields Market,5.6577210000000004,Lowland,44100,Northfields Market
Northfields Market,N03,Northfields Market,5.6577210000000004,Lowland,49169,Northfields Market
Northfields Market,N04,Northfields Market,3.428923,Lowland,25013,Northfields Market
Northfields Market,N05,Northfields Market,8.743751000000001,Lowland,37343,Northfields Market
Northfields Market,N06,Northfields Market,12.34412,Lowland,31480,Northfields Market
Northfields Market,N07,Northfields Market,20.744982,Lowland,30962,Northfields Market
Northfields Market,N08,Northfields Market,7.54363,Lowland,36415,Northfields Market
Northfields Market,N09,Northfields Market,15.087259,Lowland,14519,Northfields Market
Northfields Market,N10,Northfields Market,36.003685000000004,Lowland,7228,Northfields Market
Northfields Market,N11,Northfields Market,17.487504,Lowland,16264,Northfields Market
Northfields Market,N12,Northfields Market,11.658336,Lowland,38833,Northfields Market
Northfields Market,N13,Northfields Market,5.829167999999999,Lowland,33199,Northfields Market
Northfields Market,N14,Northfields Market,5.829166000000001,Lowland,55050,Northfields Market
Northfields Market,N15,Northfields Market,5.829168,Lowland,54489,Northfields Market
Northfields Market,N16,Northfields Market,5.829166999999999,Lowland,42888,Northfields Market
Northfields Market,N17,Northfields Market,5.829168,Lowland,41188,Northfields Market
Northfields Market,N18,Northfields Market,15.08726,Lowland,48731,Northfields Market
Northfields Market,N19,Northfields Market,26.137739999999997,Lowland,30058,Northfields Market
Northfields Market,N20,Northfields Market,59.66324899999999,Lowland,10383,Northfields Market
Northfields Market,N21,Northfields Market,153.272829,Lowland,19179,Northfields Market
Northfields Market,N22,Northfields Market,69.108371,Lowland,7164,Northfields Market
Northfields Market,N23,Northfields Market,55.377097,Lowland,6989,Northfields Market
Northfields Market,N24,Northfields Market,18.859073000000002,Lowland,61649,Northfields Market
Northfields Market,N25,Northfields Market,18.859074,Lowland,52352,Northfields Market
Northfields Market,N26,Northfields Market,7.543626000000001,Lowland,69529,Northfields Market
Northfields Market,N27,Northfields Market,79.208121,Lowland,11297,Northfields Market
Northfields Market,N28,Northfields Market,90.52355,Lowland,11673,Northfields Market
Northfields Market,N29,Northfields Market,359.35106099999996,Lowland,15857,Northfields Market
Northfields Market,N30,Northfields Market,113.840222,Lowland,9765,Northfields Market
Pebble Palace,P01,Pebble Palace,181.04710200000002,Highland,148851,The Palace
Pebble Palace,P02,Pebble Palace,22.630886999999998,Highland,137938,The Palace
Pebble Palace,P03,Pebble Palace,22.630887,Highland,127116,The Palace
Pebble Palace,P04,Pebble Palace,7.543626999999999,Highland,27817,The Palace
Pebble Palace,P05,Pebble Palace,7.543628,Highland,29754,The Palace
Pebble Palace,P06,Pebble Palace,7.543629999999999,Highland,52921,The Palace
Pebble Palace,P07,Pebble Palace,7.543626999999999,Highland,56665,The Palace
Pebble Palace,P08,Pebble Palace,7.543624999999999,Highland,91164,The Palace
Pebble Palace,P09,Pebble Palace,7.543628999999999,Highland,57027,The Palace
Pebble Palace,P10,Pebble Palace,7.543625,Highland,62815,The Palace
Pebble Palace,P11,Pebble Palace,7.543628999999999,Highland,49485,The Palace
Pebble Palace,P12,Pebble Palace,60.349031,Highland,57621,The Palace
Pebble Palace,P13,Pebble Palace,15.773041,Highland,60912,Pebble Town
Pebble Palace,P14,Pebble Palace,7.886523000000001,Highland,55823,Pebble Town
Pebble Palace,P15,Pebble Palace,7.886522000000001,Highland,55350,Pebble Town
Pebble Palace,P16,Pebble Palace,7.886522,Highland,80849,Pebble Town
Pebble Palace,P17,Pebble Palace,7.543625999999998,Highland,94046,Pebble Town
Pebble Palace,P18,Pebble Palace,7.543623999999999,Highland,102733,Pebble Town
Pebble Palace,P19,Pebble Palace,7.886519000000001,Highland,79300,Pebble Town
Pebble Palace,P20,Pebble Palace,7.886525,Highland,71287,Pebble Town
Pebble Palace,P21,Pebble Palace,7.543628,Highland,70192,Pebble Town
Pebble Palace,P22,Pebble Palace,7.543628999999999,Highland,45641,Pebble Town
Pebble Palace,P23,Pebble Palace,7.886519000000001,Highland,54020,Pebble Town
Pebble Palace,P24,Pebble Palace,7.886522999999999,Highland,53739,Pebble Town
Pebble Palace,P25,Pebble Palace,7.543627000000001,Highland,45237,Pebble Town
Pebble Palace,P26,Pebble Palace,7.543628,Highland,52315,Pebble Town
Pebble Palace,P27,Foxton Heath,30.860305000000004,Highland,61276,Foxton Heath
Pebble Palace,P28,Foxton Heath,7.886524,Highland,74056,Foxton Heath
Pebble Palace,P29,Foxton Heath,6.09413,Highland,63439,Foxton Heath
Pebble Palace,P30,Foxton Heath,5.829165,Highland,60749,Foxton Heath
Pebble Palace,P31,Foxton Heath,5.829164,Highland,52803,Foxton Heath
Pebble Palace,P32,Foxton Heath,18.516178999999994,Highland,69423,Foxton Heath
Pebble Palace,P33,Foxton Heath,9.67891,Highland,82534,Foxton Heath
Pebble Palace,P34,Foxton Heath,7.886522999999999,Highland,48344,Foxton Heath
Pebble Palace,P35,Foxton Heath,15.087259,Highland,43981,Foxton Heath
Pebble Palace,P36,Foxton Heath,39.43260799999999,Highland,49700,Foxton Heath
Pebble Palace,P37,Foxton Heath,51.090944,Highland,50906,Foxton Heath
Pebble Palace,P38,Pebble Palace,439.244951,Highland,21268,The Palace
Pebble Palace,P39,Pebble Palace,453.926973,Highland,43876,The Palace
Pebble Palace,P40,Pebble Palace,41.83285300000001,Highland,31342,The Palace
Pebble Palace,P41,Pebble Palace,67.643286,Highland,26472,The Palace
Pebble Palace,P42,Pebble Palace,15.087259000000001,Highland,107798,The Palace
Permbroke Corner,PC01,West Valley,259.46031800000003,Capital,60177,West Valley
Permbroke Corner,PC02,West Valley,473.42507100000006,Capital,248150,West Valley
Permbroke Corner,PC03,West Valley,462.904516,Capital,107678,West Valley
Queens Mansion,Q01,Cyber City,7.543628,Highland,123852,Cyber City
Queens Mansion,Q02,Cyber City,7.543623,Highland,106792,Cyber City
Queens Mansion,Q03,Cyber City,7.200737999999999,Highland,71476,Cyber City
Queens Mansion,Q04,Cyber City,7.200737,Highland,78364,Cyber City
Queens Mansion,Q05,Cyber City,7.200736,Highland,67157,Cyber City
Queens Mansion,Q06,Cyber City,7.543629,Highland,68331,Cyber City
Queens Mansion,Q07,Cyber City,7.543626,Highland,53207,Cyber City
Queens Mansion,Q08,Cyber City,7.543628,Highland,60089,Cyber City
Queens Mansion,Q09,Cyber City,7.543627,Highland,62523,Cyber City
Queens Mansion,Q10,Cyber City,7.543626999999999,Highland,36051,Cyber City
Queens Mansion,Q11,Cyber City,7.543627000000001,Highland,54220,Cyber City
Queens Mansion,Q12,Cyber City,7.200736000000001,Highland,44533,Cyber City
Queens Mansion,Q13,Cyber City,7.200735999999999,Highland,48497,Cyber City
Queens Mansion,Q14,Cyber City,7.54363,Highland,50139,Cyber City
Queens Mansion,Q15,The Lake,20.402088999999997,Highland,32820,The Lake
Queens Mansion,Q16,The Lake,22.630888,Highland,19162,The Lake
Queens Mansion,Q17,Cyber City,7.543631000000001,Highland,35432,Cyber City
Queens Mansion,Q18,The Lake,7.54363,Highland,32991,The Lake
Queens Mansion,Q19,The Lake,15.087257999999999,Highland,19483,The Lake
Queens Mansion,Q20,The Lake,22.630888,Highland,21149,The Lake
Queens Mansion,Q21,The Lake,64.12084800000001,Highland,42814,The Lake
Queens Mansion,Q22,The Lake,15.087256,Highland,57345,The Lake
Queens Mansion,Q23,The Lake,7.543628,Highland,26983,The Lake
Queens Mansion,Q24,The Lake,7.543627,Highland,44843,The Lake
Queens Mansion,Q25,The Lake,7.543627000000001,Highland,59482,The Lake
Queens Mansion,Q26,The Lake,7.543627,Highland,34580,The Lake
Queens Mansion,Q27,The Lake,15.087257999999999,Highland,28875,The Lake
Queens Mansion,Q28,The Lake,7.543628,Highland,62474,The Lake
Queens Mansion,Q29,The Lake,52.805403,Highland,18852,The Lake
Queens Mansion,Q30,The Lake,15.087257999999999,Highland,23302,The Lake
Queens Mansion,Q31,The Lake,45.26177499999999,Highland,11751,The Lake
Queens Mansion,Q32,The Lake,37.718145000000014,Highland,32618,The Lake
Queens Mansion,Q33,The Lake,90.523548,Highland,31393,The Lake
Queens Mansion,Q34,The Lake,45.261776,Highland,18455,The Lake
Queens Mansion,Q35,The Lake,51.433836,Highland,31174,The Lake
Queens Mansion,Q36,The Lake,21.945099,Highland,53973,The Lake
Queens Mansion,Q37,The Lake,7.543629,Highland,63549,The Lake
Queens Mansion,Q38,The Lake,21.945101,Highland,78632,The Lake
Queens Mansion,Q39,The Lake,57.855273,Highland,22701,The Lake
Queens Mansion,Q40,Cyber City,15.087257999999999,Highland,36409,Cyber City
Queens Mansion,Q41,Cyber City,7.543626999999999,Highland,41778,Cyber City
Queens Mansion,Q42,Cyber City,15.087259,Highland,47079,Cyber City
Queens Mansion,Q43,Cyber City,7.543627,Highland,45839,Cyber City
Queens Mansion,Q44,Cyber City,7.200736000000001,Highland,59636,Cyber City
Queens Mansion,Q45,Cyber City,7.200736,Highland,42050,Cyber City
Queens Mansion,Q46,Cyber City,7.543628,Highland,54554,Cyber City
Queens Mansion,Q47,Cyber City,7.543629,Highland,42554,Cyber City
Queens Mansion,Q48,Cyber City,7.200734999999999,Highland,36858,Cyber City
Queens Mansion,Q49,Foxton Heath,7.200735000000001,Highland,49062,Foxton Heath
Queens Mansion,Q50,Foxton Heath,15.087258,Highland,29458,Foxton Heath
Queens Mansion,Q51,Foxton Heath,15.087257000000001,Highland,22958,Foxton Heath
Queens Mansion,Q52,Foxton Heath,16.801717999999997,Highland,22272,Foxton Heath
Queens Mansion,Q53,Foxton Heath,5.829167,Highland,22559,Foxton Heath
Queens Mansion,Q54,Foxton Heath,5.829166,Highland,43336,Foxton Heath
Queens Mansion,Q55,Foxton Heath,9.25809,Highland,13682,Foxton Heath
Queens Mansion,Q56,Foxton Heath,8.837265,Highland,81451,Foxton Heath
Queens Mansion,Q57,Foxton Heath,5.564207000000001,Highland,61848,Foxton Heath
Queens Mansion,Q58,Foxton Heath,7.200736000000002,Highland,48630,Foxton Heath
Queens Mansion,Q59,Foxton Heath,12.515566000000002,Highland,36691,Foxton Heath
Queens Mansion,Q60,Foxton Heath,49.03359000000001,Highland,26186,Foxton Heath
Queens Mansion,Q61,Foxton Heath,22.630888,Highland,14687,Foxton Heath
Queens Mansion,Q62,Foxton Heath,45.261775,Highland,13323,Foxton Heath
Queens Mansion,Q63,Foxton Heath,22.630886,Highland,46322,Foxton Heath
Queens Mansion,Q64,Foxton Heath,33.946329999999996,Highland,30582,Foxton Heath
Queens Mansion,Q65,Foxton Heath,18.859073000000002,Highland,96749,Foxton Heath
Queens Mansion,Q66,Foxton Heath,37.718146000000004,Highland,22886,Foxton Heath
Queens Mansion,Q67,Foxton Heath,33.946329999999996,Highland,69631,Foxton Heath
Readington,R01,Readington,7.543628000000001,Lowland,62081,Upper Eastland and Readington
Readington,R02,Readington,13.201350999999999,Lowland,57590,Upper Eastland and Readington
Readington,R03,Readington,13.201350000000001,Lowland,64327,Upper Eastland and Readington
Readington,R04,Readington,5.657723,Lowland,34385,Upper Eastland and Readington
Readington,R05,Readington,5.657722999999999,Lowland,26266,Upper Eastland and Readington
Readington,R06,Readington,45.261775000000014,Lowland,26956,Upper Eastland and Readington
Readington,R07,Readington,45.26177500000001,Lowland,18507,Upper Eastland and Readington
Readington,R08,Readington,21.259320000000002,Lowland,10635,Upper Eastland and Readington
Readington,R09,Readington,15.087261,Lowland,53397,Upper Eastland and Readington
Readington,R10,Readington,21.259316999999996,Lowland,17181,Upper Eastland and Readington
Readington,R11,Readington,623.378081,Lowland,24598,Upper Eastland and Readington
Readington,R12,Readington,102.805326,Lowland,4938,Upper Eastland and Readington
Readington,R13,Readington,158.727932,Lowland,4581,Upper Eastland and Readington
Readington,R14,Readington,153.989785,Lowland,8362,Upper Eastland and Readington
Readington,R15,Readington,96.757954,Lowland,5423,Upper Eastland and Readington
Slothwood,SL01,East Highland,46.29045,Highland,184322,East Highland
Slothwood,SL02,East Highland,128.92748099999997,Highland,32881,East Highland
Slothwood,SL03,East Highland,71.66447600000001,Highland,21352,East Highland
Slothwood,SL04,East Highland,444.90267399999993,Highland,16157,East Highland
Slothwood,SL05,East Highland,198.020264,Highland,20036,East Highland
Slothwood,SL06,Slothwood,127.555912,Highland,19678,Slothwood Corner
Slothwood,SL07,Slothwood,85.037273,Highland,11680,Slothwood Corner
Slothwood,SL08,Slothwood,85.037273,Highland,11626,Slothwood Corner
Slothwood,SL09,Slothwood,261.829392,Highland,9013,Slothwood Corner
Slothwood,SL10,Slothwood,161.502242,Highland,11129,Slothwood Corner
Slothwood,SL11,Slothwood,15.773043,Highland,19420,Slothwood Corner
Slothwood,SL12,Slothwood,29.488731,Highland,29101,Slothwood Corner
Slothwood,SL13,Slothwood,33.0891,Highland,26608,Slothwood Corner
Slothwood,SL14,Slothwood,15.773045,Highland,33473,Slothwood Corner
Slothwood,SL15,Slothwood,8.244997,Highland,62003,Slothwood Corner
Slothwood,SL16,Slothwood,7.886521999999999,Highland,55130,Slothwood Corner
Slothwood,SL17,Slothwood,32.746207,Highland,27043,Slothwood Corner
Slothwood,SL18,Slothwood,15.414565000000001,Highland,39957,Slothwood Corner
Slothwood,SL19,Slothwood,15.773045,Highland,32699,Slothwood Corner
Slothwood,SL20,Slothwood,15.773042,Highland,8117,Slothwood Corner
Slothwood,SL21,Slothwood,29.488732000000002,Highland,7428,Slothwood Corner
Slothwood,SL22,Slothwood,29.488733,Highland,15582,Slothwood Corner
Slothwood,SL23,Slothwood,7.543628,Highland,53187,Slothwood Corner
Slothwood,SL24,Slothwood,15.087255,Highland,66359,Slothwood Corner
Slothwood,SL25,Slothwood,7.543626999999999,Highland,45571,Slothwood Corner
Slothwood,SL26,Slothwood,45.261774,Highland,28704,Slothwood Corner
Slothwood,SL27,Slothwood,76.80785900000001,Highland,32273,Slothwood Corner
Slothwood,SL28,Slothwood,15.773044000000002,Highland,61893,Slothwood Corner
Slothwood,SL29,Slothwood,54.17697100000001,Highland,23980,Slothwood Corner
Slothwood,SL30,Slothwood,7.543626999999999,Highland,49204,Slothwood Corner
Slothwood,SL31,Slothwood,7.886521000000001,Highland,43755,Slothwood Corner
Slothwood,SL32,Slothwood,7.88652,Highland,70906,Slothwood Corner
Slothwood,SL33,Slothwood,7.543626000000001,Highland,68487,Slothwood Corner
Slothwood,SL34,Slothwood,30.860301,Highland,17894,Slothwood Corner
Storport,ST01,East Forest,12.858458999999998,Lowland,41064,East Forest
Storport,ST02,East Forest,26.745593,Lowland,14756,East Forest
Storport,ST03,East Forest,12.858456,Lowland,38960,East Forest
Storport,ST04,East Forest,26.231256,Lowland,6035,East Forest
Storport,ST05,East Forest,395.011853,Lowland,5146,East Forest
Storport,ST06,East Forest,26.231256,Lowland,3880,East Forest
Storport,ST07,East Forest,52.462512,Lowland,4097,East Forest
Storport,ST08,East Forest,659.007701,Lowland,2716,East Forest
Storport,ST09,East Forest,776.697667,Lowland,1559,East Forest
Storport,ST10,East Forest,709.412859,Lowland,5808,East Forest
Storport,ST11,East Forest,485.348371,Lowland,4371,East Forest
Techno Garden,T01,Techno Town,24.707554000000002,Capital,364527,Techno Town
Techno Garden,T02,Techno Town,15.401464,Capital,133208,Techno Town
Techno Garden,T03,Techno Town,11.02712,Capital,79569,Techno Town
Techno Garden,T04,Techno Garden East,60.415265999999995,Capital,420960,Techno Garden East
Techno Garden,T05,Techno Town,24.246157,Capital,290234,Techno Town
Techno Garden,T06,Techno Town,20.592053999999997,Capital,206592,Techno Town
Techno Garden,T07,Techno Garden East,62.847671,Capital,79417,Techno Garden East
Techno Garden,T08,Techno Garden East,52.137538,Capital,245967,Techno Garden East
Techno Garden,T09,Techno Garden West and Leighton,30.435498000000003,Capital,85742,Techno Garden West and Leighton
Techno Garden,T10,Techno Garden West and Leighton,30.348647999999997,Capital,239867,Techno Garden West and Leighton
Techno Garden,T11,Techno Garden East,30.703836,Capital,270773,Techno Garden East
Techno Garden,T12,Techno Garden West and Leighton,41.19841600000001,Capital,246733,Techno Garden West and Leighton
Techno Garden,T13,Techno Garden West and Leighton,52.328554000000004,Capital,139318,Techno Garden West and Leighton
Tenna Court,TC01,Westbury Wharf,22.630888000000002,Highland,51023,Greater Lancer and Westbury Wharf
Tenna Court,TC02,Westbury Wharf,27.431378,Highland,50170,Greater Lancer and Westbury Wharf
Tenna Court,TC03,Westbury Wharf,28.054819000000002,Highland,42434,Greater Lancer and Westbury Wharf
Tenna Court,TC04,Westbury Wharf,74.3141,Highland,18545,Greater Lancer and Westbury Wharf
Tenna Court,TC05,Westbury Wharf,329.737641,Highland,26386,Greater Lancer and Westbury Wharf
Tenna Court,TC06,Westbury Wharf,27.431379,Highland,26265,Greater Lancer and Westbury Wharf
Tedding Temple,TD01,East Tedding,30.174512999999997,Capital,212174,The Temple
Tedding Temple,TD02,Tedding Market,7.54368,Capital,71700,Tedding Market
Tedding Temple,TD03,Tedding Market,7.543632000000001,Capital,48649,Tedding Market
Tedding Temple,TD04,Tedding Market,7.543626000000001,Capital,60488,Tedding Market
Tedding Temple,TD05,Tedding Market,7.543672999999998,Capital,92905,Tedding Market
Tedding Temple,TD06,Tedding Market,7.543626,Capital,113188,Tedding Market
Tedding Temple,TD07,Tedding Market,7.543630000000001,Capital,83030,Tedding Market
Tedding Temple,TD08,Tedding Market,7.543629,Capital,72022,Tedding Market
Tedding Temple,TD09,Tedding Market,7.543629999999999,Capital,121115,Tedding Market
Tedding Temple,TD10,Tedding Market,7.543627000000001,Capital,108421,Tedding Market
Tedding Temple,TD11,Tedding Market,7.886522,Capital,110666,Tedding Market
Tedding Temple,TD12,Tedding Market,7.886521,Capital,102673,Tedding Market
Tedding Temple,TD13,Tedding Market,7.543627000000001,Capital,107975,Tedding Market
Tedding Temple,TD14,Tedding Market,7.54363,Capital,90717,Tedding Market
Tedding Temple,TD15,Tedding Market,7.886522,Capital,79427,Tedding Market
Tedding Temple,TD16,East Tedding,7.886521000000001,Capital,59251,The Temple
Tedding Temple,TD17,East Tedding,22.630882999999997,Capital,204144,The Temple
Tedding Temple,TD18,East Tedding,15.773058,Capital,96066,The Temple
Tedding Temple,TD19,East Tedding,30.861782999999996,Capital,310653,The Temple
Tedding Temple,TD20,East Tedding,30.174518,Capital,303407,The Temple
Twicken Meads,TM01,Twicken Meads,7.543629999999999,Capital,125420,Twicken Common
Twicken Meads,TM02,Twicken Meads,45.26159,Capital,457437,Twicken Bush
Twicken Meads,TM03,Twicken Meads,7.543628,Capital,113755,Twicken Bush
Twicken Meads,TM04,Twicken Meads,7.543647000000001,Capital,115912,Twicken Bush
Twicken Meads,TM05,Twicken Meads,7.886521,Capital,111158,Twicken Bush
Twicken Meads,TM06,Twicken Meads,15.43015,Capital,194227,Twicken Bush
Twicken Meads,TM07,Twicken Meads,15.430147000000002,Capital,166622,Twicken Bush
Twicken Meads,TM08,Twicken Meads,19.716305,Capital,130534,Twicken Common
Twicken Meads,TM09,Twicken Meads,10.754346,Capital,108585,Twicken Common
Twicken Meads,TM10,Twicken Meads,20.573538,Capital,124425,Twicken Common
Twicken Meads,TM11,Twicken Meads,30.174522000000007,Capital,155531,Twicken Common
Twicken Meads,TM12,Twicken Meads,11.315446999999999,Capital,110977,Twicken Common
Twicken Meads,TM13,Twicken Meads,10.286763999999998,Capital,102925,Twicken Common
Weslington,W01,Weslington North,22.630889,Capital,127711,Upper Weslington and Lower Cotham
Weslington,W02,Weslington North,32.278627,Capital,208715,Upper Weslington and Lower Cotham
Weslington,W03,Weslington North,17.144610999999998,Capital,122762,Upper Weslington and Lower Cotham
Weslington,W04,Weslington North,8.572307000000002,Capital,70956,Upper Weslington and Lower Cotham
Weslington,W05,Weslington North,7.543628999999999,Capital,56953,Upper Weslington and Lower Cotham
Weslington,W06,Weslington North,38.061038999999994,Capital,108875,Upper Weslington and Lower Cotham
Weslington,W07,Weslington North,42.690084000000006,Capital,130695,Mid Weslington
Weslington,W08,Weslington North,7.54363,Capital,93050,Mid Weslington
Weslington,W09,Weslington North,37.15704699999999,Capital,286973,Mid Weslington
Weslington,W10,Weslington South,17.144613,Capital,124569,Mid Weslington
Weslington,W11,Weslington South,37.889593,Capital,299515,Mid Weslington
Weslington,W12,Weslington South,30.174515999999993,Capital,259119,Lower Weslington
Weslington,W13,Weslington South,7.543627000000002,Capital,76681,Lower Weslington
Weslington,W14,Weslington South,7.543628,Capital,80694,Lower Weslington
Weslington,W15,Weslington South,25.716918,Capital,149658,Lower Weslington
Weslington,W16,Weslington South,40.804174,Capital,162757,Lower Weslington
Weslington,W17,Weslington South,7.543626000000001,Capital,78518,Lower Weslington
Weslington,W18,Weslington South,113.15443599999999,Capital,131582,Lower Weslington
Weslington,W19,Weslington South,88.63764000000002,Capital,201701,Lower Weslington
Waterstone,WA01,Aqua Corner,223.752768,Lowland,20788,Upper Eastland and Readington
Waterstone,WA02,Aqua Corner,223.176086,Lowland,7981,Upper Eastland and Readington
Waterstone,WA03,Aqua Corner,223.176086,Lowland,8478,Upper Eastland and Readington
Waterstone,WA04,Aqua Corner,390.990662,Lowland,8265,Upper Eastland and Readington
Waterstone,WA05,Aqua Corner,577.492866,Lowland,2232,Upper Eastland and Readington
Waterstone,WA06,Aqua Corner,258.135508,Lowland,2617,Upper Eastland and Readington
Waterstone,WA07,Aqua Corner,130.486081,Lowland,2615,Upper Eastland and Readington
Waterstone,WA08,Aqua Corner,130.486081,Lowland,2584,Upper Eastland and Readington
Waterstone,WA09,Aqua Corner,766.80055,Lowland,2084,Upper Eastland and Readington
Waterstone,WA10,Aqua Corner,253.599979,Lowland,3926,Upper Eastland and Readington
Waltham Grove,WG01,East Forest,146.196779,Lowland,38863,East Forest
Waltham Grove,WG02,East Forest,76.122076,Lowland,4241,East Forest
Waltham Grove,WG03,East Forest,30.174516000000004,Lowland,37352,East Forest
Waltham Grove,WG04,East Forest,189.962297,Lowland,5105,East Forest
Waltham Grove,WG05,East Forest,285.972123,Lowland,5219,East Forest
Waltham Grove,WG06,East Forest,242.191019,Lowland,6497,East Forest
Waltham Grove,WG07,East Forest,335.239502,Lowland,7056,East Forest
Waltham Grove,WG08,East Forest,22.630887,Lowland,29061,East Forest
Waltham Grove,WG09,East Forest,302.43095,Lowland,7287,East Forest
Waltham Grove,WG10,East Forest,661.392361,Lowland,6866,East Forest
Waltham Grove,WG11,East Forest,852.056029,Lowland,16476,East Forest
Waltham Grove,WG12,East Forest,724.0013650000001,Lowland,21762,East Forest
Waltham Grove,WG13,East Forest,728.9265439999999,Lowland,17760,East Forest
Waltham Grove,WG14,East Forest,428.490604,Lowland,834,East Forest
