County,District,Shape_ID,Area,Region,County_Type,Population,District_Ward,Constituency
TD08,Tedding Market,TD08_041,0.043311,Capital,D2,644,Ward 34,Tedding Market
TD08,Tedding Market,TD08_042,0.122921,Capital,D2,850,Ward 34,Tedding Market
TD08,Tedding Market,TD08_043,0.058289,Capital,D2,781,Ward 26,Tedding Market
TD08,Tedding Market,TD08_044,0.020525,Capital,F2,914,Ward 34,Tedding Market
TD08,Tedding Market,TD08_045,0.032832,Capital,F1,753,Ward 26,Tedding Market
TD08,Tedding Market,TD08_046,0.053845,Capital,F2,591,Ward 34,Tedding Market
TD08,Tedding Market,TD08_047,0.023613,Capital,E2,218,Ward 34,Tedding Market
TD08,Tedding Market,TD08_048,0.079065,Capital,E2,746,Ward 26,Tedding Market
TD08,Tedding Market,TD08_049,0.264414,Capital,E2,1453,Ward 26,Tedding Market
TD08,Tedding Market,TD08_050,0.078971,Capital,D1,771,Ward 26,Tedding Market
TD08,Tedding Market,TD08_051,0.012615,Capital,E2,165,Ward 26,Tedding Market
TD08,Tedding Market,TD08_052,0.06158,Capital,D2,683,Ward 26,Tedding Market
TD08,Tedding Market,TD08_053,0.033412,Capital,D1,684,Ward 26,Tedding Market
TD08,Tedding Market,TD08_054,0.023153,Capital,F2,536,Ward 26,Tedding Market
TD08,Tedding Market,TD08_055,0.061721,Capital,E2,818,Ward 26,Tedding Market
TD08,Tedding Market,TD08_056,0.027989,Capital,E2,652,Ward 26,Tedding Market
TD08,Tedding Market,TD08_057,0.042113,Capital,E2,730,Ward 26,Tedding Market
TD08,Tedding Market,TD08_058,0.02953,Capital,D2,589,Ward 26,Tedding Market
TD08,Tedding Market,TD08_059,0.039247,Capital,D2,769,Ward 26,Tedding Market
TD08,Tedding Market,TD08_060,0.032576,Capital,A2,453,Ward 26,Tedding Market
TD08,Tedding Market,TD08_061,0.064756,Capital,E1,938,Ward 26,Tedding Market
TD08,Tedding Market,TD08_062,0.062226,Capital,A2,714,Ward 26,Tedding Market
TD08,Tedding Market,TD08_063,0.022341,Capital,C1,320,Ward 26,Tedding Market
TD08,Tedding Market,TD08_064,0.097141,Capital,F2,1117,Ward 25,Tedding Market
TD08,Tedding Market,TD08_065,0.062074,Capital,D2,752,Ward 26,Tedding Market
TD08,Tedding Market,TD08_066,0.072361,Capital,E2,1298,Ward 25,Tedding Market
TD08,Tedding Market,TD08_067,0.208336,Capital,C1,982,Ward 26,Tedding Market
TD08,Tedding Market,TD08_068,0.078083,Capital,D1,870,Ward 25,Tedding Market
TD08,Tedding Market,TD08_069,0.156081,Capital,E1,1496,Ward 25,Tedding Market
TD08,Tedding Market,TD08_070,0.265201,Capital,D2,1150,Ward 25,Tedding Market
TD08,Tedding Market,TD08_071,0.10014,Capital,E2,1024,Ward 25,Tedding Market
TD08,Tedding Market,TD08_072,0.088649,Capital,D2,1234,Ward 25,Tedding Market
TD08,Tedding Market,TD08_073,0.077532,Capital,D2,623,Ward 25,Tedding Market
TD08,Tedding Market,TD08_074,0.040045,Capital,F2,342,Ward 25,Tedding Market
TD08,Tedding Market,TD08_075,0.103367,Capital,D2,606,Ward 25,Tedding Market
TD08,Tedding Market,TD08_076,0.023661,Capital,E1,273,Ward 25,Tedding Market
TD08,Tedding Market,TD08_077,0.03723,Capital,F1,241,Ward 25,Tedding Market
TD08,Tedding Market,TD08_078,0.114943,Capital,E2,767,Ward 25,Tedding Market
TD08,Tedding Market,TD08_079,0.048072,Capital,D2,320,Ward 25,Tedding Market
TD08,Tedding Market,TD08_080,0.266578,Capital,D2,1539,Ward 27,Tedding Market
TD08,Tedding Market,TD08_081,0.276519,Capital,E2,1143,Ward 25,Tedding Market
TD08,Tedding Market,TD08_082,0.02242,Capital,D1,255,Ward 25,Tedding Market
TD08,Tedding Market,TD08_083,0.021497,Capital,D1,257,Ward 25,Tedding Market
TD08,Tedding Market,TD08_084,0.018623,Capital,D2,205,Ward 25,Tedding Market
TD08,Tedding Market,TD08_085,0.034731,Capital,D1,320,Ward 25,Tedding Market
TD08,Tedding Market,TD08_086,0.070576,Capital,F1,619,Ward 25,Tedding Market
TD08,Tedding Market,TD08_087,0.28084,Capital,E2,1091,Ward 25,Tedding Market
TD08,Tedding Market,TD08_088,0.271424,Capital,E2,1098,Ward 27,Tedding Market
TD08,Tedding Market,TD08_089,0.192038,Capital,F1,1046,Ward 25,Tedding Market
TD08,Tedding Market,TD08_090,0.115076,Capital,F2,1477,Ward 27,Tedding Market
TD08,Tedding Market,TD08_091,0.187195,Capital,D1,1093,Ward 27,Tedding Market
TD08,Tedding Market,TD08_092,0.120392,Capital,D2,1132,Ward 27,Tedding Market
TD08,Tedding Market,TD08_093,0.142225,Capital,F1,1604,Ward 27,Tedding Market
TD09,Tedding Market,TD09_001,0.15742,Capital,E2,2222,Ward 24,Tedding Market
TD09,Tedding Market,TD09_002,0.120822,Capital,D1,1949,Ward 21,Tedding Market
TD09,Tedding Market,TD09_003,0.0594,Capital,A2,1938,Ward 40,Tedding Market
TD09,Tedding Market,TD09_004,0.043079,Capital,E1,1532,Ward 39,Tedding Market
TD09,Tedding Market,TD09_005,0.06117,Capital,E1,1316,Ward 40,Tedding Market
TD09,Tedding Market,TD09_006,0.023942,Capital,C2,1325,Ward 39,Tedding Market
TD09,Tedding Market,TD09_007,0.194167,Capital,C1,2866,Ward 40,Tedding Market
TD09,Tedding Market,TD09_008,0.307506,Capital,D1,3010,Ward 40,Tedding Market
TD09,Tedding Market,TD09_009,0.062083,Capital,C1,1795,Ward 43,Tedding Market
TD09,Tedding Market,TD09_010,0.091389,Capital,D2,1831,Ward 40,Tedding Market
TD09,Tedding Market,TD09_011,0.029958,Capital,E2,350,Ward 43,Tedding Market
TD09,Tedding Market,TD09_012,0.139749,Capital,D2,1364,Ward 40,Tedding Market
TD09,Tedding Market,TD09_013,0.194315,Capital,D2,2962,Ward 40,Tedding Market
TD09,Tedding Market,TD09_014,0.095216,Capital,F1,1571,Ward 40,Tedding Market
TD09,Tedding Market,TD09_015,0.187462,Capital,D2,2348,Ward 42,Tedding Market
TD09,Tedding Market,TD09_016,0.137494,Capital,E2,2181,Ward 40,Tedding Market
TD09,Tedding Market,TD09_017,0.066329,Capital,F2,1202,Ward 42,Tedding Market
TD09,Tedding Market,TD09_018,0.106947,Capital,A2,2403,Ward 42,Tedding Market
TD09,Tedding Market,TD09_019,0.048047,Capital,E2,2059,Ward 42,Tedding Market
TD09,Tedding Market,TD09_020,0.061273,Capital,F1,1277,Ward 42,Tedding Market
TD09,Tedding Market,TD09_021,0.177307,Capital,E2,2717,Ward 42,Tedding Market
TD09,Tedding Market,TD09_022,0.122577,Capital,E1,2004,Ward 42,Tedding Market
TD09,Tedding Market,TD09_023,0.105389,Capital,F2,2072,Ward 37,Tedding Market
TD09,Tedding Market,TD09_024,0.061182,Capital,F1,959,Ward 37,Tedding Market
TD09,Tedding Market,TD09_025,0.113221,Capital,F2,1517,Ward 37,Tedding Market
TD09,Tedding Market,TD09_026,0.085188,Capital,F1,1047,Ward 27,Tedding Market
TD09,Tedding Market,TD09_027,0.075781,Capital,E2,948,Ward 37,Tedding Market
TD09,Tedding Market,TD09_028,0.100072,Capital,A2,1610,Ward 40,Tedding Market
TD09,Tedding Market,TD09_029,0.152349,Capital,E2,2233,Ward 40,Tedding Market
TD09,Tedding Market,TD09_030,0.080819,Capital,E2,1557,Ward 27,Tedding Market
TD09,Tedding Market,TD09_031,0.066696,Capital,F1,672,Ward 27,Tedding Market
TD09,Tedding Market,TD09_032,0.113549,Capital,E2,1771,Ward 27,Tedding Market
TD09,Tedding Market,TD09_033,0.111537,Capital,F1,1938,Ward 27,Tedding Market
TD09,Tedding Market,TD09_034,0.109341,Capital,D1,1298,Ward 27,Tedding Market
TD09,Tedding Market,TD09_035,0.242693,Capital,D2,2943,Ward 25,Tedding Market
TD09,Tedding Market,TD09_036,0.181316,Capital,F1,1886,Ward 25,Tedding Market
TD09,Tedding Market,TD09_037,0.329176,Capital,F2,3919,Ward 24,Tedding Market
TD09,Tedding Market,TD09_038,0.079491,Capital,F1,637,Ward 25,Tedding Market
TD09,Tedding Market,TD09_039,0.020218,Capital,D1,393,Ward 25,Tedding Market
TD09,Tedding Market,TD09_040,0.18952,Capital,E2,3246,Ward 24,Tedding Market
TD09,Tedding Market,TD09_041,0.308866,Capital,D2,4020,Ward 24,Tedding Market
TD09,Tedding Market,TD09_042,0.068014,Capital,F2,1768,Ward 24,Tedding Market
TD09,Tedding Market,TD09_043,0.023742,Capital,F2,1753,Ward 24,Tedding Market
TD09,Tedding Market,TD09_044,0.13915,Capital,F1,2084,Ward 23,Tedding Market
TD09,Tedding Market,TD09_045,0.235296,Capital,E2,3652,Ward 23,Tedding Market
TD09,Tedding Market,TD09_046,0.088204,Capital,D2,1952,Ward 23,Tedding Market
TD09,Tedding Market,TD09_047,0.202965,Capital,E2,3157,Ward 24,Tedding Market
TD09,Tedding Market,TD09_048,0.071442,Capital,E1,1518,Ward 24,Tedding Market
TD09,Tedding Market,TD09_049,0.04281,Capital,D2,1388,Ward 23,Tedding Market
TD09,Tedding Market,TD09_050,0.019129,Capital,F1,1155,Ward 23,Tedding Market
TD09,Tedding Market,TD09_051,0.106749,Capital,D2,2563,Ward 23,Tedding Market
TD09,Tedding Market,TD09_052,0.119074,Capital,D2,1872,Ward 23,Tedding Market
TD09,Tedding Market,TD09_053,0.196738,Capital,D2,2344,Ward 23,Tedding Market
TD09,Tedding Market,TD09_054,0.062035,Capital,D1,1768,Ward 23,Tedding Market
TD09,Tedding Market,TD09_055,0.092865,Capital,D1,1489,Ward 24,Tedding Market
TD09,Tedding Market,TD09_056,0.095575,Capital,D2,1499,Ward 22,Tedding Market
TD09,Tedding Market,TD09_057,0.117107,Capital,D2,1969,Ward 23,Tedding Market
TD09,Tedding Market,TD09_058,0.109005,Capital,E2,1438,Ward 23,Tedding Market
TD09,Tedding Market,TD09_059,0.173023,Capital,E2,1969,Ward 22,Tedding Market
TD09,Tedding Market,TD09_060,0.115276,Capital,D2,1775,Ward 23,Tedding Market
TD09,Tedding Market,TD09_061,0.192362,Capital,D2,3039,Ward 21,Tedding Market
TD09,Tedding Market,TD09_062,0.144478,Capital,E2,2277,Ward 24,Tedding Market
TD09,Tedding Market,TD09_063,0.114535,Capital,D1,1798,Ward 23,Tedding Market
TD10,Tedding Market,TD10_001,0.285462,Capital,C1,3774,Ward 21,Tedding Market
TD10,Tedding Market,TD10_002,0.17449,Capital,C2,2650,Ward 39,Tedding Market
TD10,Tedding Market,TD10_003,0.282466,Capital,C2,4002,Ward 39,Tedding Market
TD10,Tedding Market,TD10_004,0.3468,Capital,D1,3474,Ward 21,Tedding Market
TD10,Tedding Market,TD10_005,0.248369,Capital,D1,2615,Ward 21,Tedding Market
TD10,Tedding Market,TD10_006,0.1375,Capital,D2,2679,Ward 21,Tedding Market
TD10,Tedding Market,TD10_007,0.157253,Capital,D1,2060,Ward 21,Tedding Market
TD10,Tedding Market,TD10_008,0.214102,Capital,E2,3310,Ward 22,Tedding Market
TD10,Tedding Market,TD10_009,0.177328,Capital,C1,2298,Ward 21,Tedding Market
TD10,Tedding Market,TD10_010,0.179414,Capital,F1,2774,Ward 22,Tedding Market
TD10,Tedding Market,TD10_011,0.266424,Capital,D2,3950,Ward 22,Tedding Market
TD10,Tedding Market,TD10_012,0.086444,Capital,F1,1814,Ward 22,Tedding Market
TD10,Tedding Market,TD10_013,0.060018,Capital,D2,2142,Ward 22,Tedding Market
TD10,Tedding Market,TD10_014,0.250773,Capital,E2,4396,Ward 22,Tedding Market
TD10,Tedding Market,TD10_015,0.29256,Capital,D2,3866,Ward 22,Tedding Market
TD10,Tedding Market,TD10_016,0.163959,Capital,F1,2267,Ward 19,Tedding Market
TD10,Tedding Market,TD10_017,0.335282,Capital,E2,5555,Ward 19,Tedding Market
TD10,Tedding Market,TD10_018,0.085227,Capital,A2,2258,Ward 19,Tedding Market
TD10,Tedding Market,TD10_019,0.111299,Capital,F1,1597,Ward 19,Tedding Market
TD10,Tedding Market,TD10_020,0.17338,Capital,D2,2449,Ward 19,Tedding Market
TD10,Tedding Market,TD10_021,0.072512,Capital,D2,945,Ward 19,Tedding Market
TD10,Tedding Market,TD10_022,0.210851,Capital,F1,3187,Ward 19,Tedding Market
TD10,Tedding Market,TD10_023,0.137429,Capital,A2,1775,Ward 19,Tedding Market
TD10,Tedding Market,TD10_024,0.199236,Capital,F1,3201,Ward 19,Tedding Market
TD10,Tedding Market,TD10_025,0.071696,Capital,E2,1786,Ward 16,Tedding Market
TD10,Tedding Market,TD10_026,0.190517,Capital,A2,2810,Ward 20,Tedding Market
TD10,Tedding Market,TD10_027,0.170228,Capital,A2,2132,Ward 20,Tedding Market
TD10,Tedding Market,TD10_028,0.234712,Capital,E1,2537,Ward 20,Tedding Market
TD10,Tedding Market,TD10_029,0.166691,Capital,C1,2648,Ward 20,Tedding Market
TD10,Tedding Market,TD10_030,0.124195,Capital,C1,2291,Ward 20,Tedding Market
TD10,Tedding Market,TD10_031,0.252892,Capital,A2,3719,Ward 20,Tedding Market
TD10,Tedding Market,TD10_032,0.091115,Capital,D1,1957,Ward 17,Tedding Market
TD10,Tedding Market,TD10_033,0.020584,Capital,D1,2120,Ward 17,Tedding Market
TD10,Tedding Market,TD10_034,0.109734,Capital,A2,1412,Ward 20,Tedding Market
TD10,Tedding Market,TD10_035,0.04996,Capital,D1,1323,Ward 18,Tedding Market
TD10,Tedding Market,TD10_036,0.275411,Capital,C1,2375,Ward 20,Tedding Market
TD10,Tedding Market,TD10_037,0.302865,Capital,C2,2709,Ward 20,Tedding Market
TD10,Tedding Market,TD10_038,0.213927,Capital,C1,2681,Ward 21,Tedding Market
TD10,Tedding Market,TD10_039,0.319896,Capital,C2,4376,Ward 39,Tedding Market
TD10,Tedding Market,TD10_040,0.300626,Capital,D1,2507,Ward 21,Tedding Market
TD11,Tedding Market,TD11_001,0.119233,Capital,E1,1628,Ward 14,Tedding Market
TD11,Tedding Market,TD11_002,0.154827,Capital,C2,1777,Ward 20,Tedding Market
TD11,Tedding Market,TD11_003,0.162765,Capital,E1,1868,Ward 16,Tedding Market
TD11,Tedding Market,TD11_004,0.257739,Capital,E2,4427,Ward 16,Tedding Market
TD11,Tedding Market,TD11_005,0.205737,Capital,E2,2868,Ward 16,Tedding Market
TD11,Tedding Market,TD11_006,0.058813,Capital,F1,1285,Ward 16,Tedding Market
TD11,Tedding Market,TD11_007,0.191014,Capital,F1,2252,Ward 19,Tedding Market
TD11,Tedding Market,TD11_008,0.041866,Capital,D2,1588,Ward 19,Tedding Market
TD11,Tedding Market,TD11_009,0.29744,Capital,D2,4175,Ward 16,Tedding Market
TD11,Tedding Market,TD11_010,0.301439,Capital,D2,3096,Ward 16,Tedding Market
TD11,Tedding Market,TD11_011,0.178234,Capital,D2,2312,Ward 16,Tedding Market
TD11,Tedding Market,TD11_012,0.112085,Capital,F2,1375,Ward 16,Tedding Market
TD11,Tedding Market,TD11_013,0.103724,Capital,F1,1182,Ward 16,Tedding Market
TD11,Tedding Market,TD11_014,0.021167,Capital,E2,2136,Ward 16,Tedding Market
TD11,Tedding Market,TD11_015,0.105675,Capital,E2,1504,Ward 15,Tedding Market
TD11,Tedding Market,TD11_016,0.014941,Capital,D2,1771,Ward 15,Tedding Market
TD11,Tedding Market,TD11_017,0.074217,Capital,F2,1065,Ward 15,Tedding Market
TD11,Tedding Market,TD11_018,0.014287,Capital,E1,2500,Ward 15,Tedding Market
TD11,Tedding Market,TD11_019,0.112726,Capital,D2,1254,Ward 15,Tedding Market
TD11,Tedding Market,TD11_020,0.110782,Capital,E2,1546,Ward 15,Tedding Market
TD11,Tedding Market,TD11_021,0.154453,Capital,D2,2205,Ward 14,Tedding Market
TD11,Tedding Market,TD11_022,0.070427,Capital,D2,1764,Ward 15,Tedding Market
TD11,Tedding Market,TD11_023,0.07633,Capital,F2,882,Ward 15,Tedding Market
TD11,Tedding Market,TD11_024,0.122647,Capital,E2,1635,Ward 15,Tedding Market
TD11,Tedding Market,TD11_025,0.092738,Capital,D1,1320,Ward 15,Tedding Market
TD11,Tedding Market,TD11_026,0.07438,Capital,E2,1302,Ward 15,Tedding Market
TD11,Tedding Market,TD11_027,0.13089,Capital,F1,1353,Ward 15,Tedding Market
TD11,Tedding Market,TD11_028,0.114713,Capital,D2,1835,Ward 15,Tedding Market
TD11,Tedding Market,TD11_029,0.275884,Capital,F1,4359,Ward 14,Tedding Market
TD11,Tedding Market,TD11_030,0.243997,Capital,D2,3414,Ward 15,Tedding Market
TD11,Tedding Market,TD11_031,0.316568,Capital,E2,2800,Ward 15,Tedding Market
TD11,Tedding Market,TD11_032,0.22404,Capital,D2,2533,Ward 14,Tedding Market
TD11,Tedding Market,TD11_033,0.073053,Capital,D2,797,Ward 13,Tedding Market
TD11,Tedding Market,TD11_034,0.091223,Capital,D2,2014,Ward 13,Tedding Market
TD11,Tedding Market,TD11_035,0.277154,Capital,F1,2773,Ward 14,Tedding Market
TD11,Tedding Market,TD11_036,0.204951,Capital,F1,2281,Ward 14,Tedding Market
TD11,Tedding Market,TD11_037,0.141561,Capital,D2,1592,Ward 13,Tedding Market
TD11,Tedding Market,TD11_038,0.162006,Capital,F2,1552,Ward 13,Tedding Market
TD11,Tedding Market,TD11_039,0.09541,Capital,F2,1714,Ward 13,Tedding Market
TD11,Tedding Market,TD11_040,0.116343,Capital,F2,1503,Ward 14,Tedding Market
TD11,Tedding Market,TD11_041,0.122633,Capital,F2,1388,Ward 14,Tedding Market
TD11,Tedding Market,TD11_042,0.114501,Capital,E1,2130,Ward 14,Tedding Market
TD11,Tedding Market,TD11_043,0.186706,Capital,E1,2827,Ward 14,Tedding Market
TD11,Tedding Market,TD11_044,0.03447,Capital,E1,1493,Ward 13,Tedding Market
TD11,Tedding Market,TD11_045,0.247274,Capital,E2,2612,Ward 17,Tedding Market
TD11,Tedding Market,TD11_046,0.138945,Capital,D2,1409,Ward 13,Tedding Market
TD11,Tedding Market,TD11_047,0.06688,Capital,A2,798,Ward 17,Tedding Market
TD11,Tedding Market,TD11_048,0.295161,Capital,D1,2511,Ward 17,Tedding Market
TD11,Tedding Market,TD11_049,0.264209,Capital,E2,3045,Ward 17,Tedding Market
TD11,Tedding Market,TD11_050,0.024964,Capital,D1,1613,Ward 17,Tedding Market
TD11,Tedding Market,TD11_051,0.125739,Capital,D1,1487,Ward 17,Tedding Market
TD11,Tedding Market,TD11_052,0.206894,Capital,C1,2896,Ward 17,Tedding Market
TD11,Tedding Market,TD11_053,0.157077,Capital,C1,2003,Ward 20,Tedding Market
TD11,Tedding Market,TD11_054,0.20359,Capital,E2,3217,Ward 17,Tedding Market
TD12,Tedding Market,TD12_001,0.207247,Capital,C1,3093,Ward 12,Tedding Market
TD12,Tedding Market,TD12_002,0.129652,Capital,E1,1796,Ward 13,Tedding Market
TD12,Tedding Market,TD12_003,0.172519,Capital,D2,2269,Ward 13,Tedding Market
TD12,Tedding Market,TD12_004,0.122879,Capital,D2,978,Ward 13,Tedding Market
TD12,Tedding Market,TD12_005,0.026079,Capital,F2,977,Ward 14,Tedding Market
TD12,Tedding Market,TD12_006,0.072311,Capital,F2,1354,Ward 13,Tedding Market
TD12,Tedding Market,TD12_007,0.238452,Capital,D2,2534,Ward 13,Tedding Market
TD12,Tedding Market,TD12_008,0.112522,Capital,F2,1574,Ward 13,Tedding Market
TD12,Tedding Market,TD12_009,0.423989,Capital,D1,4596,Ward 13,Tedding Market
TD12,Tedding Market,TD12_010,0.254518,Capital,D1,2520,Ward 12,Tedding Market
TD12,Tedding Market,TD12_011,0.220943,Capital,D1,1634,Ward 12,Tedding Market
TD12,Tedding Market,TD12_012,0.212624,Capital,E2,1779,Ward 12,Tedding Market
TD12,Tedding Market,TD12_013,0.322366,Capital,E1,1519,Ward 12,Tedding Market
TD12,Tedding Market,TD12_014,0.146453,Capital,D2,1519,Ward 12,Tedding Market
TD12,Tedding Market,TD12_015,0.156197,Capital,E1,946,Ward 12,Tedding Market
TD12,Tedding Market,TD12_016,0.108684,Capital,E2,1317,Ward 7,Tedding Market
TD12,Tedding Market,TD12_017,0.102333,Capital,D2,1280,Ward 7,Tedding Market
TD12,Tedding Market,TD12_018,0.09673,Capital,E2,1335,Ward 7,Tedding Market
TD12,Tedding Market,TD12_019,0.107872,Capital,D2,1492,Ward 7,Tedding Market
TD12,Tedding Market,TD12_020,0.099708,Capital,D2,1682,Ward 7,Tedding Market
TD12,Tedding Market,TD12_021,0.121911,Capital,E1,1658,Ward 12,Tedding Market
TD12,Tedding Market,TD12_022,0.167609,Capital,F1,2423,Ward 12,Tedding Market
TD12,Tedding Market,TD12_023,0.045084,Capital,A2,1432,Ward 7,Tedding Market
TD12,Tedding Market,TD12_024,0.098818,Capital,A2,1196,Ward 7,Tedding Market
TD12,Tedding Market,TD12_025,0.144304,Capital,D2,2149,Ward 11,Tedding Market
TD12,Tedding Market,TD12_026,0.062546,Capital,D2,807,Ward 7,Tedding Market
TD12,Tedding Market,TD12_027,0.098799,Capital,F2,1355,Ward 12,Tedding Market
TD12,Tedding Market,TD12_028,0.049685,Capital,F1,1052,Ward 12,Tedding Market
TD12,Tedding Market,TD12_029,0.224188,Capital,E1,2538,Ward 11,Tedding Market
TD12,Tedding Market,TD12_030,0.072754,Capital,E1,1533,Ward 11,Tedding Market
TD12,Tedding Market,TD12_031,0.182402,Capital,A2,2382,Ward 11,Tedding Market
TD12,Tedding Market,TD12_032,0.109498,Capital,A2,1625,Ward 11,Tedding Market
TD12,Tedding Market,TD12_033,0.114449,Capital,E2,2012,Ward 11,Tedding Market
TD12,Tedding Market,TD12_034,0.184249,Capital,D2,2111,Ward 10,Tedding Market
TD12,Tedding Market,TD12_035,0.181138,Capital,C1,2030,Ward 11,Tedding Market
TD12,Tedding Market,TD12_036,0.082259,Capital,D2,1221,Ward 10,Tedding Market
TD12,Tedding Market,TD12_037,0.047939,Capital,E1,1403,Ward 11,Tedding Market
TD12,Tedding Market,TD12_038,0.158968,Capital,D2,2395,Ward 10,Tedding Market
TD12,Tedding Market,TD12_039,0.006379,Capital,E1,35,Ward 10,Tedding Market
TD12,Tedding Market,TD12_040,0.061287,Capital,C2,1898,Ward 11,Tedding Market
TD12,Tedding Market,TD12_041,0.012378,Capital,C1,1740,Ward 29,Tedding Market
TD12,Tedding Market,TD12_042,0.037361,Capital,A2,1282,Ward 29,Tedding Market
TD12,Tedding Market,TD12_043,0.069308,Capital,C1,1238,Ward 29,Tedding Market
TD12,Tedding Market,TD12_044,0.117456,Capital,C1,1806,Ward 29,Tedding Market
TD12,Tedding Market,TD12_045,0.225318,Capital,C1,3329,Ward 11,Tedding Market
TD12,Tedding Market,TD12_046,0.166142,Capital,C1,2299,Ward 11,Tedding Market
TD12,Tedding Market,TD12_047,0.195177,Capital,C1,2414,Ward 18,Tedding Market
TD12,Tedding Market,TD12_048,0.094901,Capital,C1,1436,Ward 18,Tedding Market
TD12,Tedding Market,TD12_049,0.210175,Capital,C1,3285,Ward 18,Tedding Market
TD12,Tedding Market,TD12_050,0.184202,Capital,C2,2111,Ward 18,Tedding Market
TD12,Tedding Market,TD12_051,0.176008,Capital,D1,2141,Ward 18,Tedding Market
TD12,Tedding Market,TD12_052,0.14705,Capital,D1,1300,Ward 17,Tedding Market
TD12,Tedding Market,TD12_053,0.192078,Capital,D1,2534,Ward 17,Tedding Market
TD12,Tedding Market,TD12_054,0.351499,Capital,D2,3447,Ward 12,Tedding Market
TD12,Tedding Market,TD12_055,0.137522,Capital,A2,1582,Ward 17,Tedding Market
TD12,Tedding Market,TD12_056,0.021602,Capital,D2,1280,Ward 13,Tedding Market
TD13,Tedding Market,TD13_001,0.316096,Capital,C2,4541,Ward 38,Tedding Market
TD13,Tedding Market,TD13_002,0.07019,Capital,D2,1378,Ward 51,Tedding Market
TD13,Tedding Market,TD13_003,0.152568,Capital,D1,1986,Ward 41,Tedding Market
TD13,Tedding Market,TD13_004,0.11524,Capital,C2,1646,Ward 41,Tedding Market
TD13,Tedding Market,TD13_005,0.13231,Capital,C2,2645,Ward 41,Tedding Market
TD13,Tedding Market,TD13_006,0.220923,Capital,C1,2836,Ward 41,Tedding Market
TD13,Tedding Market,TD13_007,0.090435,Capital,F2,2372,Ward 38,Tedding Market
TD13,Tedding Market,TD13_008,0.115206,Capital,C1,2143,Ward 41,Tedding Market
TD13,Tedding Market,TD13_009,0.290637,Capital,C2,3734,Ward 38,Tedding Market
TD13,Tedding Market,TD13_010,0.045429,Capital,C1,705,Ward 43,Tedding Market
TD13,Tedding Market,TD13_011,0.221421,Capital,C1,2681,Ward 39,Tedding Market
TD13,Tedding Market,TD13_012,0.265884,Capital,C2,2457,Ward 39,Tedding Market
TD13,Tedding Market,TD13_013,0.206332,Capital,C2,2474,Ward 39,Tedding Market
TD13,Tedding Market,TD13_014,0.18788,Capital,C1,2096,Ward 38,Tedding Market
TD13,Tedding Market,TD13_015,0.260836,Capital,C2,3060,Ward 39,Tedding Market
TD13,Tedding Market,TD13_016,0.132556,Capital,C1,1524,Ward 38,Tedding Market
TD13,Tedding Market,TD13_017,0.140533,Capital,C1,2192,Ward 38,Tedding Market
TD13,Tedding Market,TD13_018,0.13892,Capital,C2,1627,Ward 20,Tedding Market
TD13,Tedding Market,TD13_019,0.104323,Capital,B1,1323,Ward 18,Tedding Market
TD13,Tedding Market,TD13_020,0.113207,Capital,B1,1691,Ward 18,Tedding Market
TD13,Tedding Market,TD13_021,0.267105,Capital,B1,2649,Ward 38,Tedding Market
TD13,Tedding Market,TD13_022,0.112052,Capital,C1,1279,Ward 18,Tedding Market
TD13,Tedding Market,TD13_023,0.105918,Capital,D1,1516,Ward 18,Tedding Market
TD13,Tedding Market,TD13_024,0.174758,Capital,E1,1581,Ward 18,Tedding Market
TD13,Tedding Market,TD13_025,0.145351,Capital,C1,2206,Ward 18,Tedding Market
TD13,Tedding Market,TD13_026,0.220233,Capital,E1,1845,Ward 38,Tedding Market
TD13,Tedding Market,TD13_027,0.145556,Capital,B1,1889,Ward 38,Tedding Market
TD13,Tedding Market,TD13_028,0.165997,Capital,C1,2298,Ward 18,Tedding Market
TD13,Tedding Market,TD13_029,0.067486,Capital,B1,1462,Ward 38,Tedding Market
TD13,Tedding Market,TD13_030,0.292602,Capital,C1,5686,Ward 29,Tedding Market
TD13,Tedding Market,TD13_031,0.094808,Capital,C1,1399,Ward 29,Tedding Market
TD13,Tedding Market,TD13_032,0.072882,Capital,A2,1666,Ward 29,Tedding Market
TD13,Tedding Market,TD13_033,0.020703,Capital,E1,1459,Ward 10,Tedding Market
TD13,Tedding Market,TD13_034,0.190923,Capital,D1,2934,Ward 29,Tedding Market
TD13,Tedding Market,TD13_035,0.10041,Capital,E2,1318,Ward 29,Tedding Market
TD13,Tedding Market,TD13_036,0.066516,Capital,F2,1372,Ward 29,Tedding Market
TD13,Tedding Market,TD13_037,0.1314,Capital,D2,1961,Ward 10,Tedding Market
TD13,Tedding Market,TD13_038,0.206418,Capital,C1,3122,Ward 38,Tedding Market
TD13,Tedding Market,TD13_039,0.029127,Capital,D2,1001,Ward 28,Tedding Market
TD13,Tedding Market,TD13_040,0.096868,Capital,F2,1644,Ward 29,Tedding Market
TD13,Tedding Market,TD13_041,0.100658,Capital,D1,1396,Ward 29,Tedding Market
TD13,Tedding Market,TD13_042,0.080244,Capital,F1,1673,Ward 30,Tedding Market
TD13,Tedding Market,TD13_043,0.116998,Capital,D1,1582,Ward 30,Tedding Market
TD13,Tedding Market,TD13_044,0.189806,Capital,D1,2300,Ward 30,Tedding Market
TD13,Tedding Market,TD13_045,0.083824,Capital,D2,1415,Ward 30,Tedding Market
