Shape_ID,Electorate,Turnout,Left_Left,Left_Right,Left_MR,Right_Left,Right_Right,Right_MR,MR_Left,MR_Right,MR_MR,Spoil,received_at,verified_at,declared_at
C11_072,217,159,48,6,32,3,12,5,5,9,37,2,2026-08-02T11:50:03Z,2026-08-02T11:50:03Z,2026-08-02T13:43:55Z
C11_073,228,155,65,10,21,1,11,5,6,7,28,1,2026-08-02T17:36:44Z,2026-08-02T17:36:44Z,2026-08-02T23:27:20Z
C11_074,319,219,77,14,33,3,27,11,10,9,30,5,2026-08-02T10:21:14Z,2026-08-02T10:21:14Z,2026-08-02T11:59:30Z
C11_075,258,152,51,12,28,2,17,10,4,4,21,3,2026-08-02T14:54:31Z,2026-08-02T14:54:31Z,2026-08-02T20:18:29Z
C11_076,364,240,111,8,35,4,18,9,9,5,39,2,2026-08-02T14:35:37Z,2026-08-02T14:35:37Z,2026-08-02T19:21:32Z
C12_001,288,169,65,12,26,2,13,9,5,6,27,4,2026-08-02T11:14:51Z,2026-08-02T11:14:51Z,2026-08-02T15:35:07Z
C12_002,383,295,117,13,31,3,49,17,9,14,40,2,2026-08-02T11:45:17Z,2026-08-02T11:45:17Z,2026-08-02T13:47:59Z
C12_003,286,225,84,12,53,4,20,11,6,5,28,2,2026-08-02T13:03:43Z,2026-08-02T13:03:43Z,2026-08-02T17:09:00Z
C12_004,511,409,165,15,43,5,48,15,27,23,62,6,2026-08-02T15:06:43Z,2026-08-02T15:06:43Z,2026-08-02T17:35:20Z
C12_005,528,370,166,20,42,2,34,12,17,19,54,4,2026-08-02T12:08:46Z,2026-08-02T12:08:46Z,2026-08-02T16:53:20Z
C12_006,464,257,92,21,45,3,12,5,13,15,48,3,2026-08-02T11:30:17Z,2026-08-02T11:30:17Z,2026-08-02T14:04:25Z
C12_007,307,260,108,12,50,2,19,7,9,6,44,3,2026-08-02T12:01:31Z,2026-08-02T12:01:31Z,2026-08-02T16:07:07Z
C12_008,196,136,55,7,20,2,12,4,5,5,23,3,2026-08-02T10:43:35Z,2026-08-02T10:43:35Z,2026-08-02T13:04:18Z
C12_009,254,207,67,11,38,3,22,12,8,5,37,4,2026-08-02T14:12:04Z,2026-08-02T14:12:04Z,2026-08-02T19:35:34Z
C12_010,393,317,110,23,49,4,42,12,15,8,52,2,2026-08-02T10:24:38Z,2026-08-02T10:24:38Z,2026-08-02T14:38:01Z
C12_011,285,211,79,10,34,3,17,7,8,9,41,3,2026-08-02T16:54:07Z,2026-08-02T16:54:07Z,2026-08-02T21:24:43Z
C12_012,407,307,109,12,42,6,30,12,22,14,58,2,2026-08-02T11:27:41Z,2026-08-02T11:27:41Z,2026-08-02T15:11:04Z
C12_013,189,149,59,8,33,2,10,3,6,3,22,3,2026-08-02T17:50:02Z,2026-08-02T17:50:02Z,2026-08-02T20:56:00Z
C12_014,51,37,12,3,7,0,3,1,2,1,8,0,2026-08-02T13:15:46Z,2026-08-02T13:15:46Z,2026-08-02T15:26:03Z
C12_015,185,118,56,3,17,1,9,4,4,4,18,2,2026-08-02T10:57:54Z,2026-08-02T10:57:54Z,2026-08-02T13:04:52Z
C12_016,289,186,78,13,33,2,20,5,9,6,18,2,2026-08-02T13:07:48Z,2026-08-02T13:07:48Z,2026-08-02T16:24:35Z
C12_017,309,240,79,10,54,3,18,5,8,12,46,5,2026-08-02T17:47:52Z,2026-08-02T17:47:52Z,2026-08-02T21:00:49Z
C12_018,173,130,57,9,21,1,7,3,6,4,21,1,2026-08-02T14:24:05Z,2026-08-02T14:24:05Z,2026-08-02T19:19:53Z
C12_019,79,47,19,2,10,1,5,1,1,2,5,1,2026-08-02T21:41:18Z,2026-08-02T21:41:18Z,2026-08-02T14:37:39Z
C12_020,154,87,38,3,13,2,9,4,3,4,10,1,2026-08-03T04:14:15Z,2026-08-03T04:14:15Z,2026-08-02T14:37:39Z
C12_021,332,198,81,16,31,1,7,2,6,9,42,3,2026-08-02T14:39:55Z,2026-08-02T14:39:55Z,2026-08-02T16:35:45Z
C12_022,168,118,44,5,25,0,9,3,3,5,22,2,2026-08-02T11:06:53Z,2026-08-02T11:06:53Z,2026-08-02T14:15:10Z
C12_023,185,116,52,7,16,2,8,4,5,3,18,1,2026-08-02T12:28:54Z,2026-08-02T12:28:54Z,2026-08-02T15:29:16Z
C12_024,228,153,69,7,23,1,6,4,6,6,29,2,2026-08-02T11:41:26Z,2026-08-02T11:41:26Z,2026-08-02T13:19:23Z
C12_025,156,132,43,6,22,3,14,5,6,10,22,1,2026-08-02T13:25:53Z,2026-08-02T13:25:53Z,2026-08-02T16:13:29Z
C12_026,225,151,56,10,20,1,14,5,8,6,29,2,2026-08-02T12:54:49Z,2026-08-02T12:54:49Z,2026-08-02T17:45:15Z
C12_027,315,258,106,16,37,1,15,5,17,10,48,3,2026-08-02T14:25:01Z,2026-08-02T14:25:01Z,2026-08-02T16:36:31Z
C12_028,455,333,129,26,49,4,24,11,14,9,59,8,2026-08-02T17:08:39Z,2026-08-02T17:08:39Z,2026-08-02T18:37:06Z
C12_029,285,218,77,13,32,3,32,7,11,9,31,3,2026-08-02T16:26:33Z,2026-08-02T16:26:33Z,2026-08-02T20:04:07Z
C12_030,391,239,68,14,31,3,34,13,17,11,45,3,2026-08-02T15:31:13Z,2026-08-02T15:31:13Z,2026-08-02T19:49:49Z
C12_031,181,111,44,4,17,1,10,2,4,7,20,2,2026-08-02T14:15:23Z,2026-08-02T14:15:23Z,2026-08-02T18:11:58Z
C12_032,378,249,111,19,43,2,25,7,7,10,21,4,2026-08-02T11:28:44Z,2026-08-02T11:28:44Z,2026-08-02T16:14:35Z
C12_033,324,196,91,16,36,0,5,1,11,8,25,3,2026-08-02T13:09:29Z,2026-08-02T13:09:29Z,2026-08-02T16:51:36Z
C12_034,380,318,125,11,54,3,34,11,17,12,49,2,2026-08-02T12:01:55Z,2026-08-02T12:01:55Z,2026-08-02T18:19:16Z
C12_035,158,121,44,7,26,0,4,1,6,9,22,2,2026-08-02T13:32:44Z,2026-08-02T13:32:44Z,2026-08-02T18:12:27Z
C12_036,347,197,69,9,36,2,15,6,14,9,33,4,2026-08-02T14:08:50Z,2026-08-02T14:08:50Z,2026-08-02T18:08:25Z
C12_037,230,191,98,7,28,1,12,3,11,6,23,2,2026-08-02T14:57:31Z,2026-08-02T14:57:31Z,2026-08-03T15:32:56Z
C12_038,257,204,67,14,37,2,24,8,6,7,35,4,2026-08-02T10:51:56Z,2026-08-02T10:51:56Z,2026-08-02T17:34:40Z
C12_039,218,183,71,7,33,2,28,11,6,4,20,1,2026-08-02T10:37:46Z,2026-08-02T10:37:46Z,2026-08-02T15:55:46Z
C12_040,296,238,84,12,30,2,18,5,20,13,53,1,2026-08-02T17:47:20Z,2026-08-02T17:47:20Z,2026-08-02T21:09:06Z
C12_041,175,100,39,4,9,2,12,3,5,7,18,1,2026-08-02T16:02:29Z,2026-08-02T16:02:29Z,2026-08-02T21:49:41Z
C12_042,351,284,112,15,38,4,16,8,11,17,56,7,2026-08-02T14:52:20Z,2026-08-02T14:52:20Z,2026-08-02T18:44:38Z
C12_043,620,407,131,25,71,6,39,13,15,19,80,8,2026-08-02T13:26:59Z,2026-08-02T13:26:59Z,2026-08-02T15:09:57Z
C12_044,324,209,94,7,27,1,16,6,9,13,32,4,2026-08-02T16:20:33Z,2026-08-02T16:20:33Z,2026-08-02T21:38:37Z
C12_045,243,195,78,8,20,1,25,7,6,9,40,1,2026-08-02T10:21:29Z,2026-08-02T10:21:29Z,2026-08-02T15:16:06Z
C12_046,480,288,124,13,44,5,23,12,13,9,39,6,2026-08-02T13:55:50Z,2026-08-02T13:55:50Z,2026-08-02T18:18:03Z
C12_047,317,213,77,12,40,2,13,7,7,12,40,3,2026-08-02T12:26:30Z,2026-08-02T12:26:30Z,2026-08-02T15:08:40Z
C12_048,350,220,111,7,30,2,15,4,7,12,31,1,2026-08-02T14:15:54Z,2026-08-02T14:15:54Z,2026-08-02T20:23:31Z
C12_049,441,310,122,29,65,2,10,3,14,14,44,7,2026-08-02T13:05:09Z,2026-08-02T13:05:09Z,2026-08-02T16:06:13Z
C12_050,244,181,65,11,24,3,26,11,6,5,28,2,2026-08-02T13:03:21Z,2026-08-02T13:03:21Z,2026-08-02T18:03:58Z
C12_051,251,189,72,13,45,0,1,1,7,9,37,4,2026-08-02T11:44:10Z,2026-08-02T11:44:10Z,2026-08-02T14:12:55Z
C12_052,296,241,88,12,46,1,9,3,17,14,48,3,2026-08-02T16:45:12Z,2026-08-02T16:45:12Z,2026-08-02T20:15:14Z
C12_053,344,248,102,17,49,5,23,13,7,5,24,3,2026-08-02T16:03:39Z,2026-08-02T16:03:39Z,2026-08-02T19:51:02Z
C12_054,312,230,119,18,40,0,1,1,8,9,32,2,2026-08-02T14:02:16Z,2026-08-02T14:02:16Z,2026-08-02T17:41:58Z
C12_055,260,177,84,12,28,2,15,7,3,5,19,2,2026-08-02T09:57:24Z,2026-08-02T09:57:24Z,2026-08-02T12:14:09Z
C12_056,195,108,51,6,12,2,12,4,5,4,11,1,2026-08-02T11:25:38Z,2026-08-02T11:25:38Z,2026-08-02T16:01:01Z
C12_057,265,199,80,17,33,1,10,6,5,9,34,4,2026-08-02T13:23:36Z,2026-08-02T13:23:36Z,2026-08-02T17:03:07Z
C12_058,137,96,32,5,20,1,10,3,3,6,14,2,2026-08-02T12:27:52Z,2026-08-02T12:27:52Z,2026-08-02T15:40:23Z
C12_059,321,270,115,11,41,2,16,4,13,17,49,2,2026-08-02T10:11:10Z,2026-08-02T10:11:10Z,2026-08-02T13:13:13Z
C12_060,277,202,89,13,31,4,12,6,6,10,30,1,2026-08-02T10:20:23Z,2026-08-02T10:20:23Z,2026-08-02T15:21:26Z
C12_061,325,261,101,16,38,3,20,12,17,9,42,3,2026-08-02T12:52:24Z,2026-08-02T12:52:24Z,2026-08-02T17:58:46Z
C12_062,290,221,79,19,43,3,17,7,6,7,36,4,2026-08-02T14:12:35Z,2026-08-02T14:12:35Z,2026-08-02T18:20:16Z
C12_063,295,245,102,25,51,1,6,2,10,11,33,4,2026-08-02T10:01:01Z,2026-08-02T10:01:01Z,2026-08-02T13:39:18Z
C12_064,283,165,57,9,28,3,23,8,8,7,21,1,2026-08-02T12:00:21Z,2026-08-02T12:00:21Z,2026-08-02T18:01:30Z
C12_065,225,137,60,4,20,2,13,6,7,5,18,2,2026-08-02T11:53:27Z,2026-08-02T11:53:27Z,2026-08-02T14:46:57Z
C12_066,225,132,48,8,27,1,11,5,4,4,23,1,2026-08-02T15:13:06Z,2026-08-02T15:13:06Z,2026-08-02T20:43:01Z
C12_067,285,211,82,9,28,3,26,9,11,8,30,5,2026-08-02T12:10:11Z,2026-08-02T12:10:11Z,2026-08-02T16:20:35Z
C12_068,252,155,70,7,28,0,3,1,9,10,26,1,2026-08-02T13:19:27Z,2026-08-02T13:19:27Z,2026-08-02T18:14:35Z
C12_069,286,174,87,8,23,1,2,1,9,7,32,4,2026-08-02T17:49:54Z,2026-08-02T17:49:54Z,2026-08-02T22:05:56Z
C12_070,364,202,82,9,36,1,13,4,12,10,34,1,2026-08-02T10:50:17Z,2026-08-02T10:50:17Z,2026-08-02T16:10:27Z
C12_071,306,197,90,9,35,1,7,2,9,7,36,1,2026-08-02T12:00:15Z,2026-08-02T12:00:15Z,2026-08-02T13:13:02Z
C12_072,301,181,82,12,23,2,15,5,6,9,25,2,2026-08-02T14:45:52Z,2026-08-02T14:45:52Z,2026-08-02T20:21:35Z
C12_073,264,162,70,9,19,1,11,3,7,10,30,2,2026-08-02T12:34:35Z,2026-08-02T12:34:35Z,2026-08-02T15:34:20Z
C12_074,255,152,71,7,19,2,12,7,7,4,20,3,2026-08-02T15:14:49Z,2026-08-02T15:14:49Z,2026-08-02T18:58:31Z
C12_075,542,413,168,26,54,5,40,15,15,19,63,8,2026-08-02T14:56:15Z,2026-08-02T14:56:15Z,2026-08-02T18:44:00Z
C12_076,204,121,56,7,18,0,2,1,6,8,22,1,2026-08-02T12:02:46Z,2026-08-02T12:02:46Z,2026-08-02T15:20:19Z
C12_077,243,168,80,6,30,2,8,4,5,9,22,2,2026-08-02T13:50:29Z,2026-08-02T13:50:29Z,2026-08-02T15:51:41Z
C12_078,446,285,99,12,29,3,34,16,12,21,56,3,2026-08-02T16:24:12Z,2026-08-02T16:24:12Z,2026-08-02T21:10:29Z
C12_079,276,193,110,9,30,1,6,3,5,5,23,1,2026-08-03T04:06:45Z,2026-08-03T04:06:45Z,2026-08-02T14:37:39Z
C12_080,161,129,53,5,25,1,10,3,7,5,17,3,2026-08-02T13:36:55Z,2026-08-02T13:36:55Z,2026-08-02T18:17:21Z
C12_081,467,280,81,16,49,5,19,10,14,21,58,7,2026-08-02T17:18:27Z,2026-08-02T17:18:27Z,2026-08-02T19:40:35Z
C12_082,501,423,156,15,39,8,62,25,12,18,80,8,2026-08-02T12:24:26Z,2026-08-02T12:24:26Z,2026-08-02T17:46:53Z
C12_083,293,217,76,10,37,5,25,14,7,13,27,3,2026-08-02T15:44:22Z,2026-08-02T15:44:22Z,2026-08-02T20:25:10Z
C12_084,483,396,191,25,53,4,18,7,15,18,62,3,2026-08-02T10:11:49Z,2026-08-02T10:11:49Z,2026-08-02T14:49:19Z
C12_085,639,391,164,21,56,3,19,6,26,18,75,3,2026-08-02T16:20:45Z,2026-08-02T16:20:45Z,2026-08-02T20:50:50Z
C13_001,569,427,165,23,90,3,27,13,23,13,60,10,2026-08-02T16:19:05Z,2026-08-02T16:19:05Z,2026-08-02T19:52:08Z
C13_002,1393,787,310,41,116,14,98,39,22,39,90,18,2026-08-02T12:49:04Z,2026-08-02T12:49:04Z,2026-08-02T18:01:40Z
C13_003,1335,1066,435,90,181,5,29,14,72,40,185,15,2026-08-02T15:28:19Z,2026-08-02T15:28:19Z,2026-08-02T18:48:58Z
C13_004,359,282,105,20,46,2,18,9,19,12,47,4,2026-08-02T15:26:06Z,2026-08-02T15:26:06Z,2026-08-02T18:20:06Z
C13_005,629,452,153,35,72,1,3,1,19,36,122,10,2026-08-02T16:28:55Z,2026-08-02T16:28:55Z,2026-08-02T20:16:38Z
C13_006,2258,1648,640,101,357,9,123,44,66,77,220,11,2026-08-02T14:05:36Z,2026-08-02T14:05:36Z,2026-08-02T18:22:43Z
C13_007,586,331,117,10,45,5,37,16,20,15,59,7,2026-08-02T11:38:00Z,2026-08-02T11:38:00Z,2026-08-02T15:47:08Z
C13_008,1427,787,290,37,163,10,99,25,27,25,101,10,2026-08-02T10:32:45Z,2026-08-02T10:32:45Z,2026-08-02T13:44:56Z
C13_009,424,275,114,10,42,4,32,10,10,11,38,4,2026-08-02T16:07:36Z,2026-08-02T16:07:36Z,2026-08-02T18:48:04Z
C13_010,548,432,214,24,56,4,26,13,14,10,68,3,2026-08-02T10:21:26Z,2026-08-02T10:21:26Z,2026-08-02T13:19:17Z
C13_011,1039,750,267,40,106,8,74,18,44,33,153,7,2026-08-02T16:25:17Z,2026-08-02T16:25:17Z,2026-08-02T20:23:36Z
C13_012,597,500,192,14,65,4,19,11,40,23,125,7,2026-08-02T17:39:05Z,2026-08-02T17:39:05Z,2026-08-02T20:28:48Z
C13_013,1058,749,264,35,151,15,60,27,33,36,111,17,2026-08-02T12:31:29Z,2026-08-02T12:31:29Z,2026-08-02T15:22:54Z
C13_014,1115,730,301,37,109,6,46,17,35,33,134,12,2026-08-02T13:39:33Z,2026-08-02T13:39:33Z,2026-08-02T18:52:59Z
C13_015,324,262,97,16,44,2,18,6,13,13,48,5,2026-08-02T11:40:35Z,2026-08-02T11:40:35Z,2026-08-02T13:19:59Z
C13_016,984,571,218,26,57,5,55,23,43,31,101,12,2026-08-02T17:20:02Z,2026-08-02T17:20:02Z,2026-08-02T20:58:19Z
C13_017,506,401,177,22,45,0,3,2,14,25,109,4,2026-08-02T13:05:12Z,2026-08-02T13:05:12Z,2026-08-02T14:37:48Z
C13_018,396,243,99,9,32,3,25,11,15,12,35,2,2026-08-02T14:31:49Z,2026-08-02T14:31:49Z,2026-08-02T17:57:37Z
C13_019,542,313,98,17,59,3,30,16,13,24,51,2,2026-08-02T13:02:06Z,2026-08-02T13:02:06Z,2026-08-02T15:45:12Z
C13_020,457,297,125,13,34,4,30,12,8,12,53,6,2026-08-02T15:59:49Z,2026-08-02T15:59:49Z,2026-08-02T21:46:11Z
C13_021,373,280,138,9,40,0,3,1,13,23,49,4,2026-08-02T15:26:55Z,2026-08-02T15:26:55Z,2026-08-02T17:30:33Z
C13_022,753,544,255,42,92,2,41,12,20,13,55,12,2026-08-02T10:43:20Z,2026-08-02T10:43:20Z,2026-08-02T14:55:09Z
C13_023,393,280,87,21,50,1,17,7,14,25,55,3,2026-08-02T13:13:06Z,2026-08-02T13:13:06Z,2026-08-02T14:55:08Z
C13_024,825,692,282,37,72,10,73,31,38,27,117,5,2026-08-02T19:04:12Z,2026-08-02T19:04:12Z,2026-08-03T22:18:08Z
C13_025,1484,1086,482,46,172,3,39,16,56,81,182,9,2026-08-02T11:00:41Z,2026-08-02T11:00:41Z,2026-08-02T15:39:31Z
C13_026,540,303,133,16,49,1,10,3,21,16,48,6,2026-08-02T15:41:47Z,2026-08-02T15:41:47Z,2026-08-02T18:11:57Z
C13_027,571,397,118,25,57,6,30,15,29,29,86,2,2026-08-02T10:06:17Z,2026-08-02T10:06:17Z,2026-08-02T12:35:12Z
C13_028,413,241,112,8,31,2,17,10,8,6,41,6,2026-08-02T16:40:53Z,2026-08-02T16:40:53Z,2026-08-02T23:04:05Z
C13_029,657,469,210,20,64,5,35,13,18,32,65,7,2026-08-02T12:58:49Z,2026-08-02T12:58:49Z,2026-08-02T14:18:35Z
C13_030,239,143,47,8,23,2,13,3,11,9,25,2,2026-08-02T12:22:38Z,2026-08-02T12:22:38Z,2026-08-02T18:43:08Z
C13_031,328,193,80,12,31,3,18,10,9,6,21,3,2026-08-02T12:08:58Z,2026-08-02T12:08:58Z,2026-08-02T13:43:14Z
C13_032,451,286,131,10,49,1,8,2,12,16,55,2,2026-08-02T16:57:00Z,2026-08-02T16:57:00Z,2026-08-02T21:41:53Z
C14_001,565,406,29,2,9,8,62,40,40,32,178,6,2026-08-02T10:24:06Z,2026-08-02T10:24:06Z,2026-08-02T14:39:01Z
C14_002,608,374,2,0,1,8,80,35,37,55,151,5,2026-08-02T16:10:04Z,2026-08-02T16:10:04Z,2026-08-02T22:19:33Z
C14_003,494,303,25,3,10,14,54,26,28,42,96,5,2026-08-02T16:04:57Z,2026-08-02T16:04:57Z,2026-08-02T20:25:53Z
C14_004,388,257,27,3,9,5,49,25,27,28,82,2,2026-08-02T12:23:31Z,2026-08-02T12:23:31Z,2026-08-02T15:27:55Z
C14_005,666,487,33,6,13,9,73,44,47,74,179,9,2026-08-02T13:47:03Z,2026-08-02T13:47:03Z,2026-08-02T16:51:45Z
C14_006,476,378,10,2,5,10,71,29,31,57,155,8,2026-08-02T16:14:07Z,2026-08-02T16:14:07Z,2026-08-02T21:42:54Z
C14_007,738,576,7,1,2,13,83,49,102,62,245,12,2026-08-02T14:33:41Z,2026-08-02T14:33:41Z,2026-08-02T19:12:31Z
C14_008,811,619,5,1,1,19,117,62,78,66,262,8,2026-08-02T12:33:41Z,2026-08-02T12:33:41Z,2026-08-02T16:59:36Z
C14_009,488,363,34,4,14,10,49,28,56,35,127,6,2026-08-02T10:27:23Z,2026-08-02T10:27:23Z,2026-08-02T16:33:37Z
C14_010,740,499,16,2,7,20,116,51,30,42,208,7,2026-08-02T14:57:12Z,2026-08-02T14:57:12Z,2026-08-02T16:41:19Z
C14_011,472,320,19,1,7,8,76,30,25,37,113,4,2026-08-02T12:39:57Z,2026-08-02T12:39:57Z,2026-08-02T17:38:22Z
C14_012,598,457,20,3,6,13,64,28,53,64,204,2,2026-08-02T10:28:11Z,2026-08-02T10:28:11Z,2026-08-02T14:25:14Z
C14_013,559,326,14,1,7,11,65,28,21,33,139,7,2026-08-02T10:23:06Z,2026-08-02T10:23:06Z,2026-08-02T15:20:35Z
C14_014,479,291,14,3,7,3,18,10,36,31,162,7,2026-08-04T10:17:45Z,2026-08-04T10:17:45Z,2026-08-02T14:37:39Z
C14_015,785,542,46,4,19,14,82,37,67,37,230,6,2026-08-02T13:53:15Z,2026-08-02T13:53:15Z,2026-08-02T19:46:15Z
C14_016,829,685,75,8,24,10,87,50,50,60,316,5,2026-08-02T14:53:26Z,2026-08-02T14:53:26Z,2026-08-02T21:22:10Z
C14_017,380,261,20,4,11,7,47,22,15,27,106,2,2026-08-02T15:58:57Z,2026-08-02T15:58:57Z,2026-08-02T20:44:34Z
C14_018,774,512,33,4,16,9,92,33,44,55,220,6,2026-08-02T12:18:08Z,2026-08-02T12:18:08Z,2026-08-02T15:54:25Z
C14_019,673,568,4,1,1,14,107,28,48,61,293,11,2026-08-02T11:32:00Z,2026-08-02T11:32:00Z,2026-08-02T14:50:35Z
C14_020,1233,892,61,10,39,10,145,42,136,91,352,6,2026-08-02T14:15:14Z,2026-08-02T14:15:14Z,2026-08-02T17:02:12Z
C14_021,621,524,47,5,17,11,83,54,64,47,188,8,2026-08-02T16:44:25Z,2026-08-02T16:44:25Z,2026-08-02T21:28:25Z
C14_022,711,454,33,5,13,22,93,41,37,51,156,3,2026-08-02T12:47:38Z,2026-08-02T12:47:38Z,2026-08-02T17:58:35Z
C14_023,457,301,27,4,12,8,61,29,16,24,114,6,2026-08-02T11:54:57Z,2026-08-02T11:54:57Z,2026-08-02T17:32:18Z
C14_024,882,690,6,1,2,26,169,91,87,74,229,5,2026-08-02T12:51:07Z,2026-08-02T12:51:07Z,2026-08-02T16:41:18Z
C14_025,538,425,45,7,19,10,57,33,36,51,164,3,2026-08-02T13:57:42Z,2026-08-02T13:57:42Z,2026-08-02T19:48:28Z
C14_026,646,474,34,4,13,16,103,46,46,57,150,5,2026-08-02T14:58:58Z,2026-08-02T14:58:58Z,2026-08-02T18:42:38Z
C14_027,622,457,22,2,6,6,70,35,61,53,191,11,2026-08-02T11:28:38Z,2026-08-02T11:28:38Z,2026-08-02T15:05:51Z
C14_028,425,240,18,2,5,3,38,17,25,22,105,5,2026-08-02T16:03:38Z,2026-08-02T16:03:38Z,2026-08-02T21:37:07Z
C14_029,955,778,19,4,9,37,133,71,112,87,295,11,2026-08-02T12:27:08Z,2026-08-02T12:27:08Z,2026-08-02T15:55:27Z
C14_030,856,518,67,8,27,14,78,37,40,56,185,6,2026-08-02T12:48:47Z,2026-08-02T12:48:47Z,2026-08-02T18:04:00Z
C14_031,635,460,41,7,25,8,86,25,62,45,153,8,2026-08-02T10:19:07Z,2026-08-02T10:19:07Z,2026-08-02T13:42:21Z
C14_032,841,483,49,6,15,17,100,40,27,51,167,11,2026-08-02T16:29:10Z,2026-08-02T16:29:10Z,2026-08-02T19:44:06Z
C14_033,888,677,81,14,29,11,107,63,56,64,248,4,2026-08-02T10:07:30Z,2026-08-02T10:07:30Z,2026-08-02T15:34:03Z
C14_034,825,502,36,8,20,21,99,43,55,50,162,8,2026-08-02T13:56:55Z,2026-08-02T13:56:55Z,2026-08-02T15:53:06Z
C14_035,564,410,12,2,7,11,88,32,57,51,144,6,2026-08-02T15:41:15Z,2026-08-02T15:41:15Z,2026-08-02T18:15:47Z
C14_036,889,640,40,2,11,24,112,66,66,79,230,10,2026-08-02T12:02:21Z,2026-08-02T12:02:21Z,2026-08-02T16:34:47Z
C14_037,454,311,14,3,7,8,58,24,36,27,131,3,2026-08-02T14:03:22Z,2026-08-02T14:03:22Z,2026-08-02T20:09:15Z
C14_038,574,345,24,4,10,8,75,24,44,35,115,6,2026-08-02T13:56:55Z,2026-08-02T13:56:55Z,2026-08-02T20:25:25Z
C14_039,491,364,25,4,8,9,51,24,39,66,136,2,2026-08-02T10:38:40Z,2026-08-02T10:38:40Z,2026-08-02T14:54:30Z
C14_040,528,312,36,4,10,10,54,25,22,35,114,2,2026-08-02T14:13:16Z,2026-08-02T14:13:16Z,2026-08-02T18:37:53Z
C14_041,1081,824,49,12,28,28,176,105,66,66,284,10,2026-08-02T11:44:35Z,2026-08-02T11:44:35Z,2026-08-02T14:37:50Z
C14_042,605,416,10,2,3,10,73,28,46,37,198,9,2026-08-02T14:32:31Z,2026-08-02T14:32:31Z,2026-08-02T20:22:28Z
C14_043,1108,800,87,11,31,17,124,74,66,118,265,7,2026-08-02T14:21:27Z,2026-08-02T14:21:27Z,2026-08-02T18:02:44Z
C14_044,462,281,19,2,6,7,48,26,24,24,120,5,2026-08-02T17:48:47Z,2026-08-02T17:48:47Z,2026-08-02T21:20:10Z
C14_045,906,605,50,6,20,13,97,37,105,61,205,11,2026-08-02T10:49:12Z,2026-08-02T10:49:12Z,2026-08-02T16:33:06Z
C14_046,582,468,31,6,17,11,89,33,39,41,198,3,2026-08-02T11:38:42Z,2026-08-02T11:38:42Z,2026-08-02T16:38:56Z
C14_047,547,363,40,3,11,20,79,41,19,31,114,5,2026-08-02T17:32:09Z,2026-08-02T17:32:09Z,2026-08-02T19:48:02Z
C14_048,357,224,12,1,7,10,45,26,18,19,82,4,2026-08-02T14:27:53Z,2026-08-02T14:27:53Z,2026-08-02T19:50:30Z
C14_049,959,557,48,7,17,16,73,37,63,36,252,8,2026-08-02T13:54:48Z,2026-08-02T13:54:48Z,2026-08-02T16:43:51Z
C14_050,792,585,34,4,16,11,109,28,80,54,242,7,2026-08-02T11:29:39Z,2026-08-02T11:29:39Z,2026-08-02T15:18:39Z
C14_051,350,254,22,4,10,2,32,10,29,33,107,5,2026-08-02T10:32:46Z,2026-08-02T10:32:46Z,2026-08-02T15:47:10Z
C14_052,488,298,8,1,4,6,55,14,41,23,142,4,2026-08-02T16:26:58Z,2026-08-02T16:26:58Z,2026-08-02T21:41:07Z
C14_053,516,305,14,3,7,10,68,21,27,29,121,5,2026-08-02T16:54:03Z,2026-08-02T16:54:03Z,2026-08-02T20:19:36Z
C14_054,378,235,1,0,1,5,59,18,26,26,96,3,2026-08-02T11:39:56Z,2026-08-02T11:39:56Z,2026-08-02T15:09:11Z
C14_055,581,469,56,6,14,9,68,36,45,57,174,4,2026-08-02T12:14:56Z,2026-08-02T12:14:56Z,2026-08-02T15:28:16Z
C14_056,611,497,45,5,21,14,86,51,45,35,185,10,2026-08-02T12:48:13Z,2026-08-02T12:48:13Z,2026-08-02T15:42:48Z
C14_057,398,310,7,1,4,8,46,22,33,37,145,7,2026-08-02T13:08:29Z,2026-08-02T13:08:29Z,2026-08-02T16:27:14Z
C14_058,536,401,19,4,9,9,70,17,50,52,162,9,2026-08-02T12:13:14Z,2026-08-02T12:13:14Z,2026-08-02T14:38:49Z
C14_059,527,318,16,2,7,8,38,19,37,38,147,6,2026-08-02T15:05:55Z,2026-08-02T15:05:55Z,2026-08-02T21:06:02Z
C14_060,582,427,36,8,17,6,68,17,45,49,175,6,2026-08-02T20:53:17Z,2026-08-02T20:53:17Z,2026-08-03T08:13:05Z
C14_061,373,267,27,4,14,5,50,13,25,17,110,2,2026-08-02T17:30:02Z,2026-08-02T17:30:02Z,2026-08-02T21:16:38Z
C14_062,408,227,13,2,6,5,46,14,24,27,87,3,2026-08-02T15:36:52Z,2026-08-02T15:36:52Z,2026-08-02T19:04:08Z
C14_063,463,361,15,4,8,10,98,26,40,30,123,7,2026-08-02T10:03:41Z,2026-08-02T10:03:41Z,2026-08-02T14:33:46Z
C14_064,331,263,14,3,5,5,48,11,27,22,123,5,2026-08-02T16:08:04Z,2026-08-02T16:08:04Z,2026-08-02T18:54:23Z
C14_065,543,452,4,1,2,6,95,26,54,62,191,11,2026-08-02T15:38:08Z,2026-08-02T15:38:08Z,2026-08-02T21:14:12Z
